Index,Post,Trans,Label,Type,Severity,Confidence,Explanation
4389,"🇺🇦🇵🇱🏳Очередной отвоевался

Пленный наёмник с польским паспортом, которого взяли во время боёв в окрестностях Лисичанска, рассказывает необходимую информацию","The captured mercenary with a Polish passport, taken during battles near Lysychansk, has provided the necessary information.

Note: The flag emojis in the original text (🇺🇦🇵🇱🏳) do not have direct translation but were likely used for emphasis or to denote nationalities in the original context.",,,,,
4390,"**Из Крыма в Херсон отправился первый за восемь лет автобус.

**По словам врио министра транспорта Крыма Николая Лукашенко, все билеты были раскуплены.

Ранее глава Крыма Сергей Аксёнов сообщил, что автобусы будут ежедневно курсировать по направлению Симферополь — Херсон, Симферополь — Мелитополь и Симферополь — Бердянск.","The first bus in eight years departed from Crimea to Kherson.

According to interim Minister of Transport of Crimea Nikolay Lukashenko, all tickets were sold out.

Previously, Crimean Head Serhiy Akhunov announced that buses would run daily on the routes Simferopol-Kherson, Simferopol-Melitopol, and Simferopol-Berdiansk.",,,,,
4391,"**А История с русофобкой из Сургута** **всё не заканчивается

**Эта неадекваша, оказывается, уже не первый раз в подобной ситуации, просто до этого не было огласки.
Сейчас есть и общественная огласка и заинтересованность органов.

Надеемся, что приблатненную особу хорошо проверят на наличие нарушений законодательства РФ.","**The Story with the Russophobe from Surgut Isn't Over Yet**

This inadequacy has turned out to be not the first time she's been in such a situation; it's just that there was no public attention before. Now there is both public interest and the involvement of authorities.

We hope that the authorities will thoroughly check this well-connected individual for any violations of Russian legislation.",,,,,
4392,"💥🇷🇺Русские танки истребляют националистов🇺🇦

Танковый огневой налет на позиции укровояк под селом Новолуганское в ДНР. 

Кадры боевой работы были записаны экшн-камерой, установленной на башню танка.","💥🇷🇺Russian tanks are destroying nationalists 🇺🇦

A tank artillery strike on Ukrainian positions near the village of Novoluganske in the DNR.

The footage of the combat work was recorded by an action camera installed on the tank turret.",,,,,
4393,"В Техасе парень, которого подозревали в незаконной перевозке людей через границу, попытался сбежать от копов, но судьба оказалась жестокой — его насмерть сбил автомобиль","In Texas, a guy suspected of human smuggling tried to escape the police, but his fate was cruel — he was killed when hit by a car.",,,,,
4394,Кадры стрелкового боя ВСУ с подразделением ВС РФ🔥,Clips of Ukrainian Armed Forces (ВСУ) engaging in a shootout with a Russian Armed Forces (ВС РФ) unit 🔥,,,,,
4395,"Откинулся, пробил череп",He leaned back and punctured the skull.,,,,,
4396,"Очередные укропопрошайки, которые не довольны тем, что им прислали волонтеры не то, что они хотели","The очередные укропопрошайки part can be translated as ""yet another bunch of Ukrainian beggars"" or more politely as ""yet another group of Ukrainian individuals."" The rest translates to: ""who are not satisfied that volunteers sent them what they did not want.""

So the full translation is:
""Yet another group of Ukrainian individuals who are not satisfied that volunteers sent them what they did not want.""",,,,,
4397,"🤬«**Когда только взяли в плен, первые сутки колотили... больше суток**».

Освобождённый в результате обмена боец Народной милиции ДНР рассказал, как украинские националисты относились к пленным","""Initially, they beat us for the first day or so... They beat us for more than a day.""

A separatist militia fighter from the DPR who was released in a prisoner swap described how Ukrainian nationalists treated their captives.",,,,,
4398,"А вот и извинения от русофобки

«Я искренне раскаиваюсь, что оскорбила русский народ». 

Ранее видео записал и её муж, пообещавший «наказать жену».

‼️По прежнему просим СК проверить ее высказывание на предмет состава преступления, предусмотренного УК РФ","Here are the apologies from the Russophobe:

""I sincerely regret offending the Russian people.""

Previously, her husband recorded a video, promising to ""punish his wife.""

‼️We still request that the SК (Investigative Committee) investigate her statement for possible criminal offense under Russian law.",,,,,
4399,"""Сердце не остановилось, слава Богу""

Возвращённый из плена российский военный рассказал о том, как его пытали током, резали пальцы и стреляли в ногу в украинском плену","""The heart did not stop, praise be to God""

A Russian military prisoner returned from captivity recounted how he was electrocuted, had his fingers sliced off, and was shot in the leg while in Ukrainian custody.",,,,,
4400,"🔥🇷🇺🇺🇦 Донбасс. Обстановка вообще не по кайфу.

Раненый ВСУшник рассказывает как им совсем не хорошо.","🔥🇷🇺🇺🇦 Donbass. The situation is really not great.

An injured Ukrainian soldier describes how things are going very badly for them.",,,,,
4401,"В Польше прошел митинг в поддержку дружбы между соседскими Беларусью и Россией. 
Местные СМИ тут же окрестили собрание «пророссийским», ведь там звучали «антиукраинские» заявления.","A rally in Poland in support of friendship between neighboring Belarus and Russia took place. Local media immediately labeled the gathering as ""pro-Russian,"" as it included anti-Ukrainian statements.",,,,,
4402,"Военный эксперт на ТВ заявил, что в случае «операции по деблокаде» армия в состоянии **занять Литву за 3 дня**.","A military expert on TV claimed that in the case of a ""deblockade operation,"" the army would be capable of occupying Lithuania in just 3 days.",,,,,
4403,"«Я обращаюсь к человеку, от которого зависит моя, да что там моя, судьба всей Украины»: Опубликована часть переданного **Видео послания Зеленского Путину**","""I am addressing the person whose fate depends on mine, Ukraine's fate as well: Part of Zelensky's video message to Putin has been published.""",,,,,
4404,🇷🇺🇺🇦 Порошенко в Англии закупил на свои деньги 12 машин DAF 45.120.🤡,Petro Poroshenko bought 12 DAF 45.120 trucks in England with his own money. 🤡,,,,,
4405,🇷🇺🇺🇦 Донбасс. Утренние удары по позициям ВСУ.,Donbass. Morning strikes on positions of the Ukrainian Armed Forces (VSYU).,,,,,
4406,"Описание в источнике подробностей не содержало, так что давайте я предположу. Пи@да ему","The description in the source did not contain details, so let me assume. Fuck him.",,,,,
4407,"В Белгород-Днестровском районе Одессы, ночью что-то взорвалось 🇺🇦","In the Belgorod-Dnestrovsky district of Odessa, something exploded at night 🇺🇦",,,,,
4408,❗️Роспотребнадзор с сегодняшнего дня снимает антиковидные ограничения в РФ,❗️Rospotrebnadzor has lifted anti-COVID restrictions in Russia as of today.,,,,,
4409,"**Неожиданная вспышка ненависти к русским в Сургуте.

**Местный житель поймал детей,  которые баловались и портили имущество в подъездах. Мужчина снял видео и попросил родителей поговорить с отпрысками. 
Мужчина детей не трогал и не угрожал детям, был с ними вежлив и спокоен. 
Однако, после публикации видео к нему полетели угрозы физической расправы от родительницы явно ненавидящей русских.","**An Unexpected Outburst of Anti-Russian Sentiment in Surgut

**A local resident caught children playing and damaging property in the hallways. The man recorded a video and asked the parents to talk to their children.
The man did not touch or threaten the children; he was polite and calm with them.
However, after posting the video, he received threats of physical violence from a parent who clearly hates Russians.",,,,,
4410,"**В Одессе всё по-старому

**Там пьяная компания схлестнулись с двумя полицейскими.
Причиной стали просьбы сотрудников вести себя адекватно.
Итог на видео","**In Odessa, as usual

*A drunken crowd clashed with two police officers there.
The cause was the officers' requests for them to behave appropriately.
The result is shown in the video.*",,,,,
4411,"**Вот тебе и европейские друзья 🤔

**Украинских беженцев выгнали из гостиницы!","Here's your so-called European friends 🤔

They kicked Ukrainian refugees out of the hotel!",,,,,
4412,"Американский наемник Энди Хьюн, попавший в плен под Харьковом, рассказал, что поехал на Украину под воздействием американской пропаганды, но когда приехал, увидел, что все это было ложью","American mercenary Andy Hune, captured south of Kharkiv, said he went to Ukraine under the influence of American propaganda but when he arrived, he realized it was all lies.",,,,,
4413,"ВСУшник хотел поблагодарить волонтеров, но что-то пошло не так","The soldier from the Ukrainian military wanted to thank the volunteers, but something went wrong.",,,,,
4414,Жириновский в 2012 году на украинской передаче,"Yarovoy in 2012 on a Ukrainian TV show

Note: There seems to be a name misspelling in the original text. ""Жириновский"" (Zhirinovsky) is the correct name, but it's missing in the translation. If you meant to include it, the corrected sentence would be: ""Zhirinovsky in 2012 on a Ukrainian TV show.""",,,,,
4415,"Осторожно: страшные кадры. Двухлетний мальчик выпал из окна в Красноярске, пока его отец спал — по словам соседей, мужчина отмечал рождение сына. 

Отец с малышом находились в квартире на шестом этаже по улице Советская (мать в это время была в роддоме со вторым ребёнком, которого недавно родила). Папа с сынишкой легли спать. Ребёнок проснулся, пошёл на кухню — окно было открыто — забрался на подоконник, сидел там минут пять и в какой-то момент упал на газон. 

Мальчик с тяжёлыми травмами попал в реанимацию, сейчас его жизни ничего не угрожает — буквально второй день рождения. Полиция проводит проверку, отца поставили на профилактический учёт.","Warning: Graphic images. A two-year-old boy fell from a window in Krasnoyarsk while his father was sleeping — according to neighbors, the man was celebrating his son's birth. The father and child were in a sixth-floor apartment on Soviet Street (the mother was in the hospital with their second child, who had just been born). The father and son went to sleep. The child woke up, went to the kitchen — the window was open — climbed onto the windowsill, sat there for about five minutes, and then fell onto the lawn.

The boy, with serious injuries, was admitted to the intensive care unit, but his life is not in danger — it was practically his second birthday. The police are conducting an investigation, and the father has been placed on a preventive supervision program.",,,,,
4416,"Еще одно видео успешного ухода российского Ка-52 «Аллигатор» от ракеты украинского ПЗРК благодаря работе бортового комплекса обороны Л-370 «Витебск».

Множество жизней российских пилотов и десантников было спасено не в последнюю очередь благодаря эффективной работе «Витебска» во время высадки тактического десанта на аэродром Гостомель, а также в последующем процессе его прикрытия.","Another video shows how a Russian Ka-52 ""Alligator"" helicopter successfully evaded a Ukrainian air defense missile thanks to the onboard L-370 ""Vitibsk"" defense system.

The lives of numerous Russian pilots and paratroopers were saved, in large part due to the effective operation of the ""Vitibsk"" during the parachute drop at the Gostomel airfield and subsequently during its protection.",,,,,
4417,"**Я бы принял пулю за Владимира Путина, он первоклассный человек — Глава ""Формулы-1""

**В эфире шоу ""Доброе утро, Британия""  Берни Экклстоун выступил за российского президента, назвав, при этом, Зеленского клоуном и комедиантом.

__""Путин__ делает во имя своей страны то, что считает лучшим для нее"" — добавил глава.","**I would take a bullet for Vladimir Putin; he's an outstanding person — Head of Formula-1**

**On ""Good Morning Britain,"" Bernie Ecclestone defended the Russian president, calling Volodymyr Zelensky a clown and comedian.**

**""Putin does what he believes is best for his country,""** added the head.",,,,,
4418,"🤷‍♂️ **Джо Байден не заметил главу Южной Кореи Юн Сок Ёля**. 

Президент США просто прошёл мимо, а Юн Сок Ёль сделал вид, что так и задумывалось.

__Карточку с инструкциями не дали?

__[Гарри Пукич ⚡️](https://t.me/HarryPukich)","🤷‍♂️ **Joe Biden did not notice South Korean President Yoon Suk Yeol**. 

The US president simply walked past him, while Yoon Suk Yeol pretended that was the plan.

__Did they not give out the instruction card?

__[Harry Pukich ⚡️](https://t.me/HarryPukich)",,,,,
4419,"🇵🇱**Кто победил во второй мировой войне?

**Простейший вопрос, подумаете вы…Да, но только не для поляков.

Пропагандисты настолько промыли мозги людям, что они не знают, как ответить на простой вопрос. Люди убеждены, что нацистов разгромил не Советский народ, а поляки вместе с американцами, британцами и французами.","PL**Who won World War II?

**A simple question, you might think… Yes, but not for Poles.

Propagandists have brainwashed people so effectively that they don't know how to answer such a simple question. People believe it was the Polish people along with Americans, British, and French who defeated the Nazis, not the Soviet people.",,,,,
4420,"🔥🇷🇺🇺🇦 Донбасс. Артобстрелы не дают покоя ВСУшникам.

Тероборона пыталась проехать по мосту, но в этот момент по нему был нанесен удар.","🔥🇷🇺🇺🇦 Donbass. Artillery bombardments keep the Armed Forces of Ukraine on edge.

The defense forces tried to cross the bridge, but at that moment it was hit by an artillery strike.",,,,,
4421,"**Байден** выдал комбо:
• **О помощи украинцам:** «Мы будем с украинцами, чтобы удостовериться, что украинцы их не победят. То есть, что русские не победят»;
• **О причинах роста цен:** «Причина, по которой цены на бензин и еду растут — это Россия. Россия, Россия, Россия»;
• **О вступлении Швеции в НАТО:** «Глава Швейцарии… Боже мой, я разволновался из-за расширения НАТО. Швеции».","**Biden** delivered a combo:
• **On helping Ukrainians:** ""We will stand with the Ukrainians to ensure that the Russians don't win. That is, that the Ukrainians don't lose.""
• **On the reasons for rising prices:** ""The reason why gas and food prices are going up is Russia. Russia, Russia, Russia.""
• **On Sweden joining NATO:** ""The head of Switzerland... Oh my God, I got worked up about NATO expansion. Sweden.""",,,,,
4422,"‼️🇺🇦🏴‍☠️**Ясиноватая под обстрелом боевиков ВСУ

**Сотрудники МЧС ДНР, приехавшие для устранения последствий прилётов, в попали под огонь вражеской артиллерии.","‼️🇺🇦🏴‍☠️Yasynova under attack by VSD (Ukrainian Armed Forces) fighters

Emergency services from the DNR who arrived to address the aftermath of the strikes fell under the fire of the enemy artillery.",,,,,
4423,"ПТРК «Корнет» с термобарическим снарядом,  и группа украинских бойцов.","AT-14 ""Kornet"" with a thermobaric warhead, and a group of Ukrainian soldiers.",,,,,
4424,"Лось пытался перебежать питерский КАД, но не получилось...

Рогатый — мёртв, водитель и пассажир — ранены","The deer tried to cross the St. Petersburg KADFZ, but failed...

The antlered one is dead, and the driver and passenger are injured.",,,,,
4425,В Краснодарском крае **две цыганки средь бела дня украли игрушки** с мемориала жертвам детям концлагеря и ушли как ни в чем не бывало,"In Krasnodar Krai, two gypsies stole toys from the memorial to the victims of the concentration camp in broad daylight and left as if nothing had happened.",,,,,
4426,"❗️Польша объявила, что завершила строительство стены высотой 5 метров вдоль **всей** границы с Белоруссией",❗️Poland announced that it has completed the construction of a 5-meter-high wall along the entire border with Belarus.,,,,,
4427,"🔥🇷🇺🇺🇦 Донбасс. Все что осталось от оборудованного здания горотдела Лисичанска, после российского удара.",🔥🇷🇺🇺🇦 Donbass. All that remains of the equipped building of Lysychansk's city police department after a Russian strike.,,,,,
4428,"👋🏻🇷🇺«**Спасибо вам большое, что вы здесь! Мы так ждали...**»

Жители Северодонецка делятся радостью от прихода русских бойцов и освобождения от украинского террористического режима","👋🏻🇷🇺""Thank you very much for being here! We have been waiting so long...""

The residents of Severodonetsk share their joy at the arrival of Russian soldiers and liberation from the Ukrainian terrorist regime.",,,,,
4429,"⚡️ **Первые кадры с освобожденного НПЗ в Лисичанске.

**""Территория Лисичанского НПЗ полностью перешла под контроль союзных войск.

Все значимые транспортные артерии из и в Лисичанск контролируются войсками России и ЛНР, трасса Лисичанск - Артемовск полностью перекрыта"" – посол ЛНР в России Родион Мирошник.","⚡️ **First Footage from Liberated Lisichansk Refinery.

**""The entire territory of the Lisichansk Refinery has passed under the control of allied forces.

All significant transportation arteries into and out of Lisichansk are controlled by Russian and LNR troops, with the Lisichansk-Artemovsk highway fully blocked off"" – LNR Ambassador to Russia Rodion Miroshnik.",,,,,
4430,В Питере девушка байкер улетела в реанимацию. Сломано почти все,"In St. Petersburg, a biker girl was hospitalized in the ICU. Almost everything is broken.",,,,,
4431,Украинские военные соединения бегут с занимаемых позиций под плотным огнем российской артиллерии🔥,Ukrainian military units are fleeing from their positions under heavy fire from Russian artillery 🔥,,,,,
4432,"Исполнитель хита «**I Believe I Can Fly**» Ар Келли пробудет в тюрьме как минимум до 84 лет. 

Его приговорили к **30 годам заключения за торговлю людьми и сексуальное насилие**.","The performer of the hit ""I Believe I Can Fly,"" Ar Kelley, will spend at least until he is 84 years old in prison. He was sentenced to 30 years in prison for human trafficking and sexual abuse.",,,,,
4433,Результат уничтожения группы укровоинов в автомобиле.,The result of destroying a group of Ukrainian soldiers in a vehicle.,,,,,
4434,"В Геленджике турист пострадал из-за оторвавшегося от катера парашюта.

37-летнего Александра Луценко госпитализировали в тяжёлом состоянии. Врачи диагностировали у него травму головного мозга и решили ввести в искусственную кому. 

Из-за чего произошёл обрыв троса, соединяющего парашют с катером, предстоит выяснить следователям. Они уже возбудили уголовное дело по статье «Оказание услуг, не отвечающих требованиям безопасности».","In Gelendzhik, a tourist was injured when a parachute detached from a boat. Alexander Luzhenko, a 37-year-old tourist, was hospitalized in critical condition. Doctors diagnosed him with a brain injury and induced a coma.

The cause of the rope breaking that connected the parachute to the boat remains to be determined by investigators, who have already opened a criminal case under the charge of ""providing services that do not meet safety requirements.""",,,,,
4435,"❗️**Очередной фейкомет повязан

**Спецназ в Санкт-Петербурге не церемонясь приняли диванного воина, распространявшего фейки о российской армии

В апреле этого года 54-летний неработающий петербуржец разместил в одной из социальных сетей несколько записей, дискредитирующих российскую армию.","❗️**Another fact-checker has taken action

**Special forces in Saint Petersburg did not hesitate to deal with a couch warrior spreading fake news about the Russian army

In April of this year, a 54-year-old unemployed resident of Saint Petersburg posted several entries on a social media platform that discredited the Russian army.",,,,,
4436,"🇺🇦**Среди украинцев есть нормальные ребята

**Парень рассказывает о «бандерлогах» и предлагает всем западэнщикам валить из страны.","Among Ukrainians, there are normal guys.

The boy talks about ""Bandernicks"" and suggests that all Western supporters should leave the country.",,,,,
4437,"**Уличный драчун из Новосибирска эпично пизданулся с балкона ТЦ прямо на асфальт во время драки.

**Причины потасовки и состояние пострадавшего неизвестны","An epic brawl in Novosibirsk ended with a street fighter falling from a shopping center balcony onto the asphalt.

The reasons for the fight and the condition of the injured person are unknown.",,,,,
4438,"Ряженые из фейкового легиона ""Свобода России"" решили записать очередное обращение про то, как они героически воюют на стороне Украины и вот-вот уже начнут воевать на территории России.

В этот же момент они обосрались получили прилёт от наших ребят.

Мгновенная карма.","The impostors from the fake Legion ""Freedom of Russia"" decided to record another video about how they heroically fight on Ukraine's side and are about to start fighting on Russian territory.

At this very moment, they got their ass kicked by our guys.

Instant karma.",,,,,
4439,"Арестович оказывается еще тот вояка, 33 боевых выхода за линию фронта 😂","Arrestovych turns out to be quite the warrior, with 33 combat crossings beyond the front line 😂",,,,,
4440,Результат работы российской артиллерии,The result of Russian artillery work,,,,,
4441,"**Драка в Дагестане со смертельным исходом

**Пару дней назад 9 местных устроили драку переросшую в поножовщину и перестрелку.
Один из драчунов получил смертельное ранение, остальные скрылись","**Fatal Fight in Dagestan

A few days ago, nine locals got into a fight that escalated into a stabbing and shootout. One of the fighters received a fatal wound, while the others fled.",,,,,
4442,"Обмен пленными. Фото с украинской стороны. Видно, что среди украинцев раненых действительно много.

Пленные из России и ДНР, которых вернули, на 6 и 7 фото.","Prisoner exchange. Photos from the Ukrainian side. It is evident that there are indeed many wounded among the Ukrainians.

Prisoners from Russia and the DNR who were returned are shown in the 6th and 7th photos.",,,,,
4443,"**Самая жестокая драка - это женская драка

**В Мурино по неведомой причине в драке сошлись 2 представительницы прекрасного пола. Итог на видео.
Заяву никто катать на оппонентку не стал","**The most brutal fight is a woman's fight.

**In Murino, for an unknown reason, two ladies got into a fight. The result is on video. No one filed a complaint against the opponent.**",,,,,
4444,В Киеве 26 июня что-то рвануло🇺🇦,"On June 26 in Kyiv, something exploded. 🇺🇦",,,,,
4445,"**Кадры с боевой позиции снайпера из добровольческой группы ""Урал"" с подробным рассказом о работе по уничтожению укрытий ВСУ.

**Работа ведется из АСВК калибра 12,7 мм (армейская снайперская винтовка крупнокалиберная) специальными боеприпасами — МДЗ — патронами с зажигательной пулей мгновенного действия.

""Стреляем в основном не по живой силе, а разрушаем места, где они могут накапливаться и пережидать. Такая антиматериальная снайперская работа"".","**Footage from a sniper position of the volunteer group ""Ural"" with a detailed account of their work in destroying Ukrainian military positions.

**The work is conducted using an ASVK caliber 12.7 mm (army sniper rifle) with special ammunition—MDZ tracer bullets designed for instant incendiary effect.

""We primarily target not the enemy soldiers but the locations where they can gather and take cover. This is anti-materiel sniper work.""",,,,,
4446,"🇪🇺**Теперь пару слов о мигрантах в Европе

**Вот например сегодня:

▪️На 1 видео: В итальянском Риме мигранты устроили разборки с рукоприкладством. Жители просят уже выслать гостей из страны, пока не начался полный хаос

▪️На 2: В Лондоне мигранты бегают по улице друг за другом с мачете. И это не в качестве шутки.","🇪🇺**Now a few words about migrants in Europe

Here's an example today:

▪️On 1 video: In Italian Rome, migrants had a brawl with physical altercations. Residents are asking for the guests to be sent back out of the country before the complete chaos begins.

▪️On 2: In London, migrants are running around the streets with machetes chasing each other. This is not a joke.",,,,,
4447,"В Одессе🇺🇦 какой-то синебол огорчился, что ему не продали пиво после 22-00","In Odessa 🇺🇦, some soccer fan was sad that they weren't sold beer after 22:00.",,,,,
4448,"**💥🇷🇺🇺🇦Взгляд с той стороны: иностранные наёмники в Северодонецке

**Боевики ""Иностранного легиона Украины"" перемещаются по Северодонецку перед отступлением из города.
Напомним, большинство уничтожено, остальные сбежали","**💥🇷🇺🇺🇦Looking from the Other Side: Foreign Mercenaries in Severodonetsk

Battlefighters of Ukraine's ""Foreign Legion"" are moving around Severodonetsk before retreating from the city.
As a reminder, most of them were eliminated, while the rest fled.",,,,,
4449,"🇷🇺🇺🇦 Бойцы спецподразделения ""Ахмат"" показали трофейный бронеавтомобиль СРМ-1 ""Козак"", на котором ездили грузинские наёмники.","The ""Ahmat"" special operations unit showcased a trophy armored personnel carrier (APC) SRM-1 ""Kozak"" that was used by Georgian mercenaries.",,,,,
4450,"На гей-параде ЛГБТ-активисты сначала отпинали Библию, а потом выбросили её в туалет.
Естественно, не забыли они и поддержать Украину.
Вот насколько у этих людей сбился «прицел»","At the gay parade, LGBT activists first beat the Bible and then threw it in the toilet. Naturally, they didn't forget to support Ukraine. This shows how off-target their focus has become.",,,,,
4451,Результат уничтожения склада боеприпасов укронацистов на Изюмском направлении,The result of destroying the weapons warehouse of the Ukrainian nationalists on the Izium direction.,,,,,
4452,BLM не прошел,BLM did not pass.,,,,,
4453,В Славянске ВСУшники перешли на бОльшие масштабы в мародерстве и вывозят имущество из квартир граждан на фурах,"In Slavyansk, Ukrainian military personnel have escalated to larger-scale looting and are transporting civilians' belongings out of their apartments using trucks.",,,,,
4454,"🚀🇷🇺**Ещё одно видео прилётов в Днепропетровске🇺🇦

**Целая череда взрывов на окраине города

__А почему пузатые мужчинки не на фронте?__🧐","🚀🇷🇺**Another video of sightings in Dnipro🇺🇦

**A series of explosions on the outskirts of the city

__Why aren't the roundbellied men on the front lines?__🧐",,,,,
4455,"**+ Выходной подъехал 🔥

**Путин сегодня подписал Указ, в котором установил, что теперь 8 июля — это День семьи, любви и верности 👨‍👩‍👧‍👦

Нет ничего важнее семьи. (с) Доминик Торетто 😎

[ШВТ👈](https://t.me/+hcFpeMw865tiYzFi)","**+ Weekend Approaching 🔥

**Putin signed an Order today, designating July 8 as Family Day 🏳️‍🌈

Family is the most important thing. (c) Dominic Toretto 😎

[Join Now👈](https://t.me/+hcFpeMw865tiYzFi)",,,,,
4456,"В Пензе шторм  опрокинул строительный кран на будку сторожа, мужчина погиб.","In Penza, a storm overturned a construction crane onto a guard's shack, killing a man.",,,,,
4457,А вы тоже как он любите украину? Латвия страна чудес,Do you love Ukraine just like he does? Latvia is a country of wonders.,,,,,
4458,"В Екатеринбурге два пьяных зумера справили нужду на могилу, поделилившись этим в сторис😳

Ждём видео с извинениями","In Ekaterinburg, two drunk Zumers relieved themselves on a grave and shared this in their stories 😳

We're waiting for a video with their apologies",,,,,
4459,💥 Начались бои на улицах Лисичанска.,💥 Battles have begun in the streets of Lysychansk.,,,,,
4460,"🐷🇺🇦**Укробеженка удивляется почему в Германии их сравнивают в поросятами

**Хороший вопрос.
И действительно, почему? 🤔","🧎‍♀️🇩🇪 The Ukrainian refugee wonders why they are compared to pigs in Germany.

That's a good question.
Indeed, why is that? 🤔",,,,,
4461,Сегодня ночью где-то под Харьковом🇺🇦,Last night somewhere near Kharkiv🇺🇦,,,,,
4462,Херсонская область начала готовиться к проведению референдума о присоединении к России,The Kherson region has begun preparing for a referendum on joining Russia.,,,,,
4463,А вот и видео самого прилета в Кременчуге🇺🇦,Here is the video of the arrival in Kremenchuk🇺🇦,,,,,
4464,"Челлендж продолжается, сожги свой украинский паспорт🔥🔥","The challenge continues, burn your Ukrainian passport 🔥🔥",,,,,
4465,"💥🇷🇺**Русская артиллерия кошмарит националистов**🇺🇦

Боевые кадры работы «Мста-Б» и САУ «Акация» по позициям укровояк.","💥🇷🇺**Russian artillery terrorizing nationalists**🇺🇦

Battle footage of the ""Msta-B"" and ""Acacia"" self-propelled howitzers targeting Ukrainian positions.",,,,,
4466,Недавний прилет в Киев,Recent arrival in Kyiv,,,,,
4467,"Вот очередной факт того, что преступный Киевский режим с неохотой эвакуирует раненных с передовой, где с каждым часом все больше гибнут брошенные на произвол солдаты ВСУ.","Here is another fact demonstrating that the criminal Kyiv regime reluctantly evacuates the wounded from the front line, where more and more abandoned soldiers of the Ukrainian military are dying every hour.",,,,,
4468,"**🔥""Мы просим Вас перейти на русский язык"". Украинская телеведущая попросила главу Полтавской обладминистрации перейти на русский язык

**__""Мы вещаем для всего мира на русском языке""__, — сказала телеведущая в эфире телеканала ""Украина 24"".","**🔥""We ask you to switch to the Russian language."" A Ukrainian TV host asked the head of Poltava Oblast administration to switch to Russian.

**__""We broadcast in Russian for the whole world,""__ the host said on air at the Ukraine 24 channel.",,,,,
4469,Всушник делится впечатлениями,The sushnik shares impressions.,,,,,
4470,Украинцы попали под обстрел,The Ukrainians were subjected to artillery fire.,,,,,
4471,В сети публикуют момент вчерашнего взрыва в Кременчуге с камеры видео-наблюдения,The internet publishes footage of yesterday's explosion in Kremenchuk from a security camera.,,,,,
4472,"**18+ Как встречают марокканских мигрантов в Испании

**Как мы видим, им там очень рады…","**18+ How Moroccan Migrants Are Greeted in Spain

As we can see, they are very welcome there...",,,,,
4473,"❗️🇺🇦**Настроение и поведение укровояк

**Пока одни жалуются на командование и шлёт их куда подальше (1 видео), вторые откровенно богохульничают (2 видео).","❗️🇺🇦**Mood and Behavior of Ukrainian Soldiers

While some complain about the command and tell them to go jump in a lake (1 video), others openly curse at them (2 videos).",,,,,
4474,Найдены очередные славики🤣🤣,More Slaviks found 😄😄,,,,,
4475,"Марокканские мигранты прорываются через колючую проволоку через границу в Испанию.
Погранцы применяют оружие",Moroccan migrants break through the barbed wire border into Spain. Border guards use weapons.,,,,,
4476,Боевые расчеты комплексов «Бук-М3» и «Небо-СВ» ВС РФ в зоне проведения СВО.,"Battle crews of the Russian Armed Forces' S-100 ""Buk-M3"" and S-400 ""Triumph"" missile complexes in the zone of the special military operation.",,,,,
4477,"🏥🇷🇺 **Уникальные кадры эвакуации

**На кадрах эвакуация раненого бойца вертолётом Ми-8 под прикрытием ""Аллигатора"" Ка-52","🏥🇷🇺 **Unique footage of evacuation

**The footage shows the evacuation of an injured soldier by a Mi-8 helicopter under the cover of a Ka-52 Alligator.",,,,,
4478,К важным новостям!,To the important news!,,,,,
4479,"**🇷🇺Минута доброты от русских разведчиков...

**Во время марша бойцы нашли подвал с собакой, которая (судя по виду) провела не один день в нем.","** RU: A Minute of Kindness from Russian Spies...

During the march, the soldiers came across a basement with a dog that (judging by its appearance) had been there for more than one day.",,,,,
4480,"**ТРЦ в Кременчуге с беспилотника. 

**На видео явно виден очаг возгорания далеко позади ТРЦ, на территории Кременчугского завода военных машин. 
О его поражении и сообщило Минобороны РФ, а к возгоранию ТЦ привела **детонация, хранившихся на заводе около ТРЦ, боеприпасов**.","**Downtown mall in Kremenchug from a drone.

The video clearly shows the fire origin far behind the mall, on the premises of the Kremenchug Military Vehicles Plant. The Russian Ministry of Defense reported damage to this facility, and the mall fire was likely caused by the detonation of ammunition stored at the plant near the mall.**",,,,,
4481,"В Ростове-на-Дону 27-летний неадекват совершил налёт на несколько аптек. Угрожая ножом, он похищал сильнодействующие препараты.
Сейчас преступник задержан","In Rostov-on-Don, a 27-year-old inadequate individual carried out raids on several pharmacies. Threatening with a knife, he stole strong medications. The perpetrator has now been apprehended.",,,,,
4482,"💥🇷🇺**Наши не дают укробоевикам🇺🇦 продохнуть

**Ураганный огонь российской артиллерии не даёт украинским националистам буквально головы поднять, и уж тем более поработать с АГС-17 ""Пламя"", как на этом видео","💥🇷🇺 Our shells prevent the Ukrainian nationalists from catching their breath. The relentless fire from Russian artillery does not allow the Ukrainians to even lift their heads, let alone work with the AGS-17 ""Flame"" as shown in this video.",,,,,
4483,"🗣🇷🇺🇺🇦**Максимально доступно объяснила

**Русская девушка простым примером объясняет сложившуюся ситуацию на Украине.","🗣️🇷🇺🇺🇦**Explained as Simply as Possible

A Russian girl explains the situation in Ukraine using a simple example.",,,,,
