,Unnamed: 0,Index,Post,Trans,Label,Type,Severity,Confidence,Explanation
1563,1563,8564,"**⚡️Всё, что осталось от российских Ту-22м3 на аэродроме Дягилево выглядит так

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**⚡️What's left of the Russian Tu-22M3 bombers at Dyailevo airfield looks like this.

**[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1564,1564,8565,"**Удар по аэродрому в Энгельсе был нанесён советским БПЛА Ту-141 «Стриж», который беспрепятственно преодолел почти 650 км над территорией РФ**, — ноют российские военкоры

Отметим, что ""Стриж"" — огромный БПЛА, длиной в 14 м. и с размахом крыльев в 4 м. Как такая махина долетела почти до Москвы, повредила 2 самолета и убила 3 российских вояк остаётся только догадываться😏

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**A strike on the airfield in Engels was carried out by a Soviet UAV Tu-141 'Sly' (Strizh), which effortlessly flew almost 650 km over Russian territory**, — complain Russian military correspondents.

Note that the Strizh is a huge UAV, measuring 14 meters in length and with a wingspan of 4 meters. How such a behemoth managed to fly almost to Moscow, damage two aircraft, and kill three Russian soldiers remains a mystery 😏

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1565,1565,8566,"**⚡️Во всех областях Украины применены аварийные отключения света, — Укрэнерго

**""Ситуация сложная, но контролируемая. Энергосистема Украины сохранила свою целостность, и продолжает работать синхронно с сетью континентальной Европы"".

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**⚡️Power outages have been implemented in all regions of Ukraine, — Ukrenergo

**The situation is complex but manageable. The Ukrainian power system has maintained its integrity and continues to operate in sync with the continental European grid**.

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1566,1566,8567,"**Немецкая зенитная самоходная установка Gepard сбивает крылатую ракету✊

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**The German mobile anti-aircraft system Gepard shoots down a cruise missile 🤝**

**[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)**",,,,,
1567,1567,8568,"**Вот как выглядит зона покрытия украинского БПЛА с радиусом в 1000 км по мнению немецкого OSINT-аналитика ""Tender"" 

**Бавовне быть.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","Here is how the coverage zone of the Ukrainian UAV with a radius of 1000 km looks according to the opinion of German OSINT analyst ""Tender"".

Be informed.

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1568,1568,8569,"**⚡️Реактивные беспилотники ВСУ нанесли сегодня утром **[**удары по аэродромам**](https://t.me/ukrinformator/29994?single)** ""Дягилево"" и ""Энгельс"". Трое российских военных погибли, еще четверо ранены и доставлены в больницы**, — Минобороны РФ

Также сообщается, что повреждены 2 самолета.

Русня пишет, что сегодняшним [запуском ракет](https://t.me/ukrinformator/30054) ""отомстила"" нам и якобы все 17 обектов поражены🤡

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**⚡️Ukrainian Air Defense Drones Struck Russian Airfields ""Dyagilevo"" and ""Engels"" this Morning. Three Russian military personnel were killed, and four others were injured and taken to hospitals**, according to the Russian Ministry of Defense.

It is also reported that two aircraft were damaged.

Russian media claims that today's [rocket launch](https://t.me/ukrinformator/30054) was their retaliation against us, and they allegedly hit all 17 targets. 🤡

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1569,1569,8570,"**Киевское метро во время масштабной воздушной тревоги. Люди работают даже несмотря на летящие ракеты

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**Kyiv's metro during a large-scale air raid. People are working even despite flying rockets.**

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1570,1570,8571,"**Украина готова обеспечить безопасность России в обмен на тотальный отказ Москвы от ядерного оружия. Подписать договор можем в Будапеште**, — Подоляк

Именно в Будапеште был подписан договор, которым РФ взяла на себя обязанность защищать Украину в обмен на отказ от ядерки.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**Ukraine is ready to ensure Russia's safety in exchange for Moscow's total abandonment of nuclear weapons. We can sign the treaty in Budapest,** — Podolyak

It was precisely in Budapest that the treaty was signed, under which Russia committed to protecting Ukraine in exchange for its renunciation of nuclear weapons.

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1571,1571,8572,"**Эффектные кадры приземления российского ""Аллигатора"": украинские бойцы успешно ликвидировали вражеский вертолет Ка-52 с элитным экипажем на борту😏

**Долетались.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**Dramatic footage of the Russian 'Alligator' helicopter's landing: Ukrainian forces successfully eliminated an enemy Ka-52 helicopter with an elite crew on board😉

**They flew far enough.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1572,1572,8573,"**❗️США тайно модифицировали РСЗО HIMARS, переданные Украине, чтобы их нельзя было использовать для запуска ракет большой дальности по территории РФ,** — [The Wall Street Journal](https://www.wsj.com/articles/u-s-altered-himars-rocket-launchers-to-keep-ukraine-from-firing-missiles-into-russia-11670214338?mod=Searchresults_pos1&page=1) со ссылкой на американских официальных лиц

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**❗️The U.S. secretly modified the HIMARS multiple launch rocket systems sent to Ukraine so they cannot be used to launch long-range missiles into Russian territory,** according to sources cited by The Wall Street Journal.

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1573,1573,8574,"**⚡️А вот и последствия: в Киевской, Днепропетровской и в Донецкой областях введены экстренные отключения света после обстрела критической инфраструктуры, — сообщает ДТЭК

**Графики стабилизационных отключений пока не действуют.

Также, проблемы с электроэнергией были зафиксированы в Одесской, Житомирской и Сумской областях.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**⚡️Here are the consequences: Emergency power cuts have been implemented in Kyiv, Dnipropetrovsk, and Donetsk regions following an attack on critical infrastructure, reports DTEK.

Stabilization schedules for power cuts are not currently in effect.

Power supply issues were also reported in Odessa, Zhitomir, and Sumy regions.**

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1574,1574,8575,"**⚡️Силы ПВО и авиация сбили более 60 из более 70 ракет оккупантов, — командование Воздушных сил ВСУ

**Всего было запущено:
▪️**38 крылатых ракет Х-101/Х-555** из 8 самолетов-ракетоносцев стратегической авиации Ту-95мс из района Каспийского моря и Волгодонска Ростовской области;
▪️**22 крылатые ракеты типа «Калибр»** с кораблей Черноморского флота;
▪️**3 ракеты Х-22, 6 управляемых авиационных ракет Х-59 и 1 Х-31П** из акватории Черного моря.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**⚡️Air defense forces and aviation downed over 60 out of more than 70 enemy rockets, — the Ukrainian Air Force command**

**Total launched:**
- **38 Kh-101/Kh-555 cruise missiles** from 8 strategic bomber aircraft Tu-95MS from the Caspian Sea and Rostov-on-Don's Volgodonsk region;
- **22 Kalibr-type cruise missiles** from Black Sea Fleet ships;
- **3 Kh-22 missiles, 6 Kh-59M guided air-to-surface missiles, and 1 Kh-31P** from the Black Sea area. 

[Source](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1575,1575,8576,"**Россия больше не может себе позволить часто устраивать массированные атаки территории Украины так как запасы ""Калибров"" и ""Искандеров"" в РФ по многим показателям упали до критического уровня**, — [**ГУР МО

**](https://www.ukrinform.ua/rubric-ato/3628122-zapasi-visokotocnih-raket-u-rosii-na-kriticno-nizkomu-rivni-predstavnik-gur.html)Он добавил, что это не уменьшает ущерб от поражения украинской инфраструктуры и у РФ ещё много ракет **С-300**.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**Russia can no longer afford to frequently conduct massive attacks on Ukrainian territory because the reserves of ""Kalibr"" and ""Iskander"" missiles in Russia have dropped to critical levels in many respects,** — [**GUR MO**

He added that this does not diminish the damage caused by the destruction of Ukrainian infrastructure, and Russia still has many **S-300** missiles. 

[Informer] | [Subscribe]",,,,,
1576,1576,8577,"**Были попадания в энергообъекты в Киевской, Винницкой, Одесской областях, но энергетическая система страны функционирует и остается целостной, — Шмыгаль

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","There were hits on energy facilities in Kyiv, Vinnytsia, and Odessa regions, but the country's energy system is functioning and remains intact, — Schmyhal

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1577,1577,8578,"**Бункерный Зеленский😂 Российская пропаганда не перестаёт удивлять**🤦🏻‍♂️

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**Bunkered Zelensky😂 Russian propaganda continues to amaze**🤦🏻‍♂️

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1578,1578,8579,"**ПВО сбили большинство российских ракет, энергетики уже приступили к восстановительным работам, а наш народ никогда не сдаётся**, — Зеленский об итогах ракетной атаки

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","Here is the translation:

**Air defense systems shot down most of the Russian missiles; power companies have already started repair work, and our people never surrender,** — Zelensky on the results of the missile attack

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1579,1579,8580,"**Пока ВСУ отбивали массированную ракетную атаку, бункерный дед катался по Крымскому мосту

**Взял пример с Президента Украины😏

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","While the Ukrainian military was repelling a massive rocket attack, the bunker grandfather was rollerblading across the Crimea Bridge.

He took a page from President Ukraine's book 😏

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1580,1580,8581,"**⚡️По областям пошли отбои тревог. Последствия ракетной атаки на карте👆🏻

**Красное — где были прилёты. Синее — работало ПВО.
Информация по прилётам:
▪️**Новософиевка в Запорожской области** — прилёт в жилые дома, есть погибшие;
▪️**Одесчина **— нет воды, электроэнергии, проблемы со связью;
▪️**Кривой Рог** — есть разрушение в энергетической инфраструктуре. Возможны масштабные отключения.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**⚡️Alerts have been triggered in several regions. The aftermath of the missile attack is shown on the map上方▲

**Red indicates where missiles landed. Blue shows areas where air defense systems were active.
Information on the missile strikes:
- **Novosofiyivka, Zaporizhzhia Oblast** - missiles hit residential areas, with casualties reported;
- **Odessa Region** - no water, electricity, and communication issues;
- **Kryvyi Rih** - damage to energy infrastructure, potential for large-scale power outages.

[Source](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1581,1581,8582,"**Если вы не знали, то только по Киеву летело 50 крылатых ракет. По крайней мере об этом пишет Тищенко**🌚

В любом случае, пока есть тревога — не игнорируйте.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**If you didn't know, 50 cruise missiles were launched at Kyiv alone. At least this is what Tyshchenko writes.** 🌝

In any case, while there's an alert, don't ignore it.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1582,1582,8583,"⚡️**Минобороны Молдовы подтвердило, что на территории страны упала ракета. Некоторые СМИ сообщают, что это разгонная часть от С-300

**К счастью, ракета упала в саду. Пострадавших нет.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","⚡️The Ministry of Defense of Moldova confirmed that a rocket fell on the country's territory. Some media report that it is a booster part from S-300.

Fortunately, the rocket landed in a garden, and there are no casualties.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1583,1583,8584,"**⚡️Фото ракеты в Молдове вблизи

**Российский режим угрожает уже не только Украине.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**⚡️Rocket photo near Moldova

The Russian regime is threatening not only Ukraine.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1584,1584,8585,"**❗️Одна из российских ракет упала в Молдове близ города Бричаны, — местные СМИ

**Сейчас в стране перебои с электроэнергией.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**❗️One of Russia's rockets fell in Moldova near the city of Bricani, according to local media.

There are currently power outages across the country.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1585,1585,8586,"⚡️**""Укрэнерго"" сообщает о попадании по объектам энергетической инфраструктуры. С этим связаны аварийные отключения света в стране

**Надеемся, вы зарядили павербанки.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","⚡️""Ukrenergo"" reports hits on energy infrastructure objects. This has led to power outages across the country.

We hope you have charged your power banks.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1586,1586,8587,"**В Одесской области повреждены два инфраструктурных объекта, один человек госпитализирован. В городе проблемы со связью, не работают котельные, не ездит электротранспорт, отсутствует вода и проблемы со светом

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","In the Odessa region, two infrastructure objects have been damaged, and one person has been hospitalized. In the city, there are issues with communication, boiler houses are not functioning, electric transport is not running, there is no water, and there are problems with electricity.

[Source: Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1587,1587,8588,"**❗️Сообщается, что по предварительной информации, сегодняшний суммарный залп ракет по территории Украины составляет около 80 штук 

**Были выпущены Х-101/Х-55/Х-555, Калибры и Ониксы.

Это информация на данный момент.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**❗️According to preliminary information, today's total rocket strike on Ukrainian territory amounts to approximately 80 rockets.

Types of rockets used include X-101/X-55/X-555, Calibers, and Oniks.

This is the current information.

[Source](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1588,1588,8589,"**❗️Будет три волны ракетных ударов, — Ким

**Пока выпущена только вторая. Будьте в укрытиях.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**❗️There will be three waves of rocket strikes, — Kim

Only the second wave has been launched so far. Stay in shelters.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1589,1589,8590,"**❗️Пошла вторая волна ракет

**Россияне запускают ракеты из района Волгодонска, Каспийского и Черного морей.

Для чего нужно несколько волн: чтобы рассредоточить ракеты по всей территории Украины и запутать действия украинской ПВО.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**❗️The Second Wave of Rockets Has Begun

Russians are launching rockets from the areas around Volgodonsk, the Caspian Sea, and the Black Sea.

Why multiple waves: to分散火箭在整个乌克兰领土上，并迷惑乌克兰的防空系统。

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)

Note: The last sentence ""为了分散火箭在整个乌克兰领土上，并迷惑乌克兰的防空系统"" is a direct translation of ""Для чего нужно несколько волн: чтобы рассредоточить ракеты по всей территории Украины и запутать действия украинской ПВО."" but does not fit the context well in English. A more natural English phrasing would be included in the original answer.",,,,,
1590,1590,8591,"**⚡️В Одессе обесточены все насосные станции и резервные линии. Водоснабжение отсутствует везде по городу, — ""Инфоксводоканал""

**После прилётов в Одессе начался сильный пожар.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**⚡️All pumping stations and backup lines in Odessa are without power. Water supply is absent throughout the city, — ""Infokhvodokanal""

A strong fire broke out in Odessa after the drone attacks.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1591,1591,8592,"**❗️Сообщают о взрывах в Тернопольской области

**К сожалению, российская атака уже унесла жизни людей:** в Запорожской области в результате удара по жилому сектору 2 человека погибли, 2 получили ранения**.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**❗️Explosions reported in Ternopil Oblast

**Unfortunately, Russian attacks have already taken lives:** in Zaporizhzhia Oblast, two people were killed and two were injured as a result of an attack on residential areas.**

[Source](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1592,1592,8593,"**❗️Летит около 100 ракет, — Карась

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**❗️About 100 rockets are being launched, — Karas**

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1593,1593,8594,"**❗️Сообщают о пролёте ракеты над Тернопольской областью и взрывах в Виннице

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**❗️Reports of a rocket flying over Ternopil Oblast and explosions in Vinnytsia

**[Source](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1594,1594,8595,"**⚡️В направлении Киевской области летят ракеты, — сообщает глава ОВА

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**⚡️Missiles are flying towards the Kyiv region, reports the head of OVA.

[Source](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)**",,,,,
1595,1595,8596,"**❗️Оккупанты опять бьют по энергетической инфраструктуре. В Житомире, Одессе, Николаеве – проблемы с электроснабжением в некоторых районах города

**Кроме того, сообщают о скачках напряжения в Кишиневе и Тирасполе (Молдова).

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**❗️Occupiers are hitting the energy infrastructure again. In Zhitomir, Odessa, and Nikolayev, there are power supply issues in some city areas.

Additionally, voltage surges are reported in Chișinău and Tiraspol (Moldova).

[Source](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1596,1596,8597,"**❗️На Киевщине прозвучало несколько мощных взрывов. Предварительно — работает ПВО

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**❗️Several powerful explosions were heard in Kyiv Oblast. Preliminary report — air defense is operating.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1597,1597,8598,"**❗️Взрывы в Одесской области. Похоже, есть первый прилёт. Также работает ПВО

**UPD: также **есть прилёты** в Запорожье.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**❗️Explosions in Odessa Oblast. It seems there's the first air raid. Air defense is also active.

**UPDATE: Air raids are also reported in Zaporizhzhia.**

[Source](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1598,1598,8599,"**❗️Сообщают о полёте ракет в направлении Киева и работе ПВО в Киевской области

**На данный момент ПВО работает в 7 областях Украины: Киевская, Винницкая, Черкасская, Запорожская, Полтавская, Харьковская, Днепропетровская.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**❗️Reports of rocket launches towards Kyiv and air defense operations in Kyiv Oblast

As of now, air defense is active in 7 regions of Ukraine: Kyiv, Vinnytsia, Chernihiv, Zaporizhzhia, Poltava, Kharkiv, Dnipropetrovsk.

[Source](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1599,1599,8600,"**❗️Будет несколько волн запусков ракет, — Карась

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**❗️There will be several waves of rocket launches, — Krasny

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1600,1600,8601,"**❗️""В небе над Украиной много ракет"", — Глава Винницкой ОВА

**ПВО работает на Полтавщине, Днепропетровщине, Черкащине, Харьковщине в Запорожской области.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**❗️""There are many missiles in the sky over Ukraine,"" — Head of Vinnytsia Oblast Administration

Air defense is active in Poltava Oblast, Dnipropetrovsk Oblast, Chernihiv Oblast, and Zaporizhzhia Oblast.

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1601,1601,8602,"**❗️Большая группа ракет в районе Кременчуга**. Работает ПВО и авиация.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**❗️A large group of rockets in the Kremenchug area**. Air defense and aviation are active.

[Source: Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1602,1602,8603,"**❗️Две группы ракет идут курсом на Киев. Также зафиксированы пуски 8 ""Калибров"" с акватории Черного моря

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**❗️Two missile groups are heading towards Kyiv. Additionally, 8 'Kalibr' missiles were launched from the waters of the Black Sea.

[Source](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1603,1603,8604,"**❗️Сообщают о взрывах на Полтавщине и Харьковщине. Работает ПВО. Также, ракеты замечены на Сумщине

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**❗️Explosions reported in Poltava and Kharkiv regions. Air defense is operational. Additionally, rockets have been spotted in Sumy region.

[Source](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1604,1604,8605,"**❗️""Возможны удары по объектам энергетики. Закройте окна и максимально сохраняйте тепло в помещениях"", — мэр Кременчуга

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**❗️""There may be attacks on energy facilities. Close your windows and maximize insulation in buildings,"" — Mayor of Kremenchug**

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1605,1605,8606,"**❗️Российские ракеты уже в воздушном пространстве Украины

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**❗️Russian rockets are already in Ukrainian airspace

**[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1606,1606,8607,"❗️**Об опасности новых обстрелов предупреждают уже официально в ОП👆🏻

**Зарядите всё, что успеете. Наберите воды. Пройдите в укрытия.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","❗️**Officially warned of the danger of new bombardments above.**

**Charge everything you can. Fill up with water. Seek shelter.**

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1607,1607,8608,"**❗️Были пуски ракет. Воздушная тревога во многих областях Украины, в том числе в столице. Скоро может быть по всей стране. Убедительно просим пройти в укрытия

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**❗️Rockets were launched. Air raid alerts in many regions of Ukraine, including the capital. It may spread across the entire country soon. We strongly advise seeking shelter.**

[Source](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
1608,1608,8609,"**❗️Воздушная тревога звучит в областях на востоке Украины. Ранее **[**русня подняла в небо**](https://t.me/ukrinformator/30012)** 14 бомбардировщиков Ту-95

**Журналист Цаплиенко** сообщает о пусках минимум 5 ракет с акватории Каспия**, **тг-каналы пишут о 20 ракетах,** но пока официальных подтверждений нет.

Тем не менее, может быть обстрел. Идите в укрытия.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**❗️Air raid sirens are sounding in eastern regions of Ukraine. Earlier, **[**Russian forces launched 14 Tu-95 bombers into the sky**](https://t.me/ukrinformator/30012)**.

Journalist Zaplienko reports that at least 5 missiles were launched from the Caspian Sea area; Telegram channels mention up to 20 missiles, but official confirmation is still pending.

Nevertheless, an attack may be underway. Seek shelter.

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
