Index,Post,Trans,Label,Type
450.0,Мирный пёсик поигрался с Теслой,Peace dog played with Tesla,,
451.0,"В Германии экоактивиста, который приклеил себя к дороге, пришлось «освобождать» вместе с асфальтом

Придурок приклеил себя намертво","In Germany, an eco-activist who glued himself to the road had to be “liberated” along with the asphalt.

The idiot glued himself dead",,
452.0,"Украинские интернет-магазины предлагают нанесение на одежду картинки: Русский ребенок на завтрак!

Думали, что достигли дна, но снизу опять постучали!","Ukrainian online stores offer putting pictures on clothes: Russian baby for breakfast!

They thought they had reached the bottom, but they knocked again from below!",,
453.0,🇷🇺🇺🇦 Российский дрон сбрасывает гранату в печную трубу украинским военнослужащим.,A Russian drone drops a grenade into a stove pipe for Ukrainian servicemen.,,
454.0,"**Как выглядит ночная жизнь в Краснодаре:

**— Негр сначала запикапил Наташек, а после получил пизды от бородача;

— Какая-то деваха дала пизды другому бородачу;

— Через дорогу армянин вырубил русского парня","**What does nightlife look like in Krasnodar:

**- The Negro first clapped Nataszek, and then received cunts from a beard;

- Some girl gave cunts to another beard.

- Across the street, an Armenian knocked out a Russian boy",,
455.0,"28-летняя жительница Эквадора умерла в спортзале **во время приседаний**.

ЗОЖники, какие оправдания?","A 28-year-old Ecuadorian woman died in a gym while squatting.

What excuses are there?",,
456.0,Ему просто было охота суету навести,He just wanted to make a fuss,,
457.0,"**В Донецке снова серия прилётов ""ГРАДа"".

** ВСУшники бьют по городу с позиций в н.п. Тоненькое. Столица ДНР в огне. Информация о пострадавших уточняется.","**In Donetsk again a series of arrivals ""GRAD"".

** AFBs are hitting the city from positions in N.P. It's thin. The DPR capital is on fire. Information about the victims is being clarified.",,
458.0,"Секаса с 5 утра до 7 утра в тракторе, там теплее 🤡","Sekasa from 5am to 7am in tractor, warmer there е",,
459.0,**Этот бешеный чувак выиграл номинацию «Лучший BMX-трюк»** на Nitro World Games 2022.,This crazy dude won the Best BMX Trick nomination at Nitro World Games 2022.,,
460.0,"В аэропорту Шереметьево ложно сработала пожарная сигнализация, и в терминале В произошёл мощный потоп

Очевидцы также сообщают об обвале некоторых перекрытий.","At Sheremetyevo airport, a fire alarm falsely went off, and a powerful flood occurred in Terminal B.

Eyewitnesses also report the collapse of some ceilings.",,
461.0,"**Неадекват избил девушку из-за парковочного места

**Житель Тулы перегородил парковочное место и упорно мешал автоледи поставить автомобиль. В итоге, чуть не оказавшись под колёсами, он всё-таки отошёл.
Нахал начал ругаться, а затем и вовсе дождался, пока девушка выйдет из автомобиля, и атаковал ее. В ответ получив пощёчину, псих слетел с катушек и принялся бить девушку головой об крышу машины, внутри которой находился ребёнок девушки.

Разнял дерущихся случайный прохожий.","Inadequately beat the girl because of the parking space

**A resident of Tula blocked the parking space and stubbornly prevented the motorist from delivering the car. In the end, almost under the wheels, he still moved away.
Nahaal began to swear, and then completely waited for the girl to get out of the car, and attacked her. In response, having received a slap, the psycho went off the rails and began to hit the girl with his head on the roof of the car, inside which was the girl’s child.

A random passerby separated the fighting.",,
462.0,"**Страшная жизнь в глубинке 🤯

**Верите этой девушке?
Врёт и хайпит - ❤️
Реально живет так - 💩","Terrible life in the outback ш

Do you believe this girl?
Lying and hiping -  ️
It really lives like this",,
463.0,"**«Ё-моё, столько мандаринов. Ребята, приезжаем на трассу М-5, мандаринами закупаемся».

**В Челябинской области перевернулся грузовик с цитрусами. Фура везла фрукты и опрокинулась после ДТП на трассе М-5. Предварительно, 28-летний водитель грузовика Volvo не держал дистанцию и въехал в стоящий на дороге Камаз.","Oh, my God, so many tangerines. Guys, we come to the M-5, we buy tangerines.”

**In the Chelyabinsk region overturned truck with citrus. The truck was carrying fruit and capsized after an accident on the M-5 highway. Previously, the 28-year-old driver of a Volvo truck did not keep a distance and drove into Kamaz standing on the road.",,
464.0,"**Случилась зрада

**ВСУшник заявил, что говорит и будет говорить по-русски.
Реакция комментаторов очевидна.","There's a twilight.

**VSushnik says he speaks and will speak Russian.
The reaction of the commentators is obvious.",,
465.0,"Арта «Пятнашки» в действии!
Уничтожение склада БК на позициях противника.
@ttambyl
Видео от позывного «Сейн»

👍 __- если поддерживаете наших военных
__❤️__ - если переживаете за наших ребят__","Art ""Fitches"" in action!
Destruction of the BK warehouse in enemy positions.
@tttambyl
Video from ""Sein"" call sign

If you support our military,
_______________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________",,
466.0,🇷🇺🇺🇦 Бахмутская рубка. Ох уж этот холодильник.,"Bakhmut felling. Oh, that fridge.",,
467.0,Московский общественный транспорт просто прекрасен: таджик выебал этиловую толстуху и лёг с ней спать.,Moscow public transport is simply beautiful: a Tajik fucked an ethyl fat woman and went to bed with her.,,
468.0,"**Мирно не получилось

**Этой ночью болельщики сборной Марокко устроили погром в Париже в честь прохода команды в полуфинал чемпионата мира по футболу.

Напоминаем в полуфиналах **Хорватия сыграет с Аргентиной**, **Франция с Марокко.**","It didn't work out peacefully.

** Tonight, fans of the Moroccan national team staged a pogrom in Paris in honor of the passage of the team to the semifinals of the World Cup.

We remind you in the semifinals **Croatia will play Argentina**, **France with Morocco.**",,
469.0,"‼️🇺🇦🏴‍☠️Украинцы в Херсоне уничтожают имущество людей, обвиненных в сотрудничестве с Россией.",Ukrainians in Kherson destroy property of people accused of cooperation with Russia.,,
470.0,"**«Ты че пидорас чтоли?»**

В московском метро небезучастный мужик щеманул бабоподобного типа","""Are you a faggot?""

In the Moscow subway, a not indifferent man slapped a grandmother-like type",,
471.0,"Аварийная посадка Су-25 с убранным шасси

Пилот не стал эвакуироваться и показал настоящий профессионализм.","Emergency landing of the Su-25 with retracted chassis

The pilot did not evacuate and showed real professionalism.",,
472.0,Было очень незаметно.,It was very discreet.,,
473.0,"Разборки в Индии👊🏻

Поверил в себя и вышел необычным способом разобраться на улицу🤔","Disassembly in Indiaки️

I believed in myself and came out in an unusual way to understand the street",,
474.0,"Как же приятно смотреть, когда кто-то доебывается и ему разносят ебало.",It's so nice to watch someone get fucked and fucked.,,
475.0,"😍** МАРОККО ОБЫГРЫВАЕТ ПОРТУГАЛИЮ И ВЫХОДИТ В ПОЛУФИНАЛ

РОНАЛДУ ЕДЕТ ДОМОЙ 🤯**"," MAROKO GUYS PORTUGUESE AND IN POLLUMINATION

♪ ♪",,
476.0,"**В Питере педофил засосал восьмилетнюю девочку в губы и сбежал.**

Мать ребенка написала заяву, так что любителя острых ощущений теперь ищут.","In St. Petersburg, a pedophile sucked an eight-year-old girl into the lips and escaped.

The child's mother wrote a statement, so the thrill-seeker is now being sought.",,
477.0,"В Югре малолетки устроили вписку у одной из них, но внезапно пришли родители, и школьники решили ретироваться. Одна из девочек спрыгнула неудачно и, в результате, сломала обе руки и пробила голову","In Ugra, minors arranged a copy of one of them, but suddenly parents came, and the schoolchildren decided to retreat. One of the girls jumped unsuccessfully and, as a result, broke both arms and pierced the head",,
478.0,Муж футбольный фанат — горе в семье,Husband football fan - grief in the family,,
479.0,"🎄 Когда друзья не пригласили на Новый год, потому что у них нет свободных мест:","  When friends weren't invited to New Year's Eve because they don't have seats available:",,
480.0,"Нет, это не помойка. Просто склад Wildberries с заказами клиентов в подмосковной деревне Коледино.

Ждёшь свою посылочку?","No, it's not a dumpster. Just a warehouse Wildberries with customer orders in the suburban village of Koledino.

Waiting for your package?",,
481.0,"**— Я не заснял, нужен повтор!

— Они, видишь, не засняли, нужно въ*бать тебе ещё раз.

**Это слова учеников 122-й школы в Перми, которые избили, а потом заставили извиняться на коленях новенькую одноклассницу.

Девочку поймали после уроков возле пятиэтажки на улице Льва Толстого. Окружили и предъявили за переписку с парнем одной из восьмиклашек. Ну а потом начали издеваться. Пока толпа улюлюкала и смеялась, приревновавшая пацанесса нанесла несколько ударов и поставила испугавшуюся ровесницу на колени.","**- I didn't, I need a replay!

- You see, they didn't film it, so we need to fuck you again.

**These are the words of the students of the 122nd school in Perm, who beat and then forced a new classmate to apologize on her lap.

The girl was caught after lessons near a five-story street on Leo Tolstoy. Surrounded and charged for correspondence with a guy one of the eight-graders. And then they started mocking me. While the crowd slugged and laughed, the jealous kid inflicted several blows and put the frightened peer on her knees.",,
482.0,"В кадр немецкого телеканала Welt в Москве попал мужчина, который решил поделиться своим мнением по поводу всего происходящего в последнее время.

**__«– Фашисты! Мы вас будем вот так…
– Это человек только что назвал нас немецкими фашистами.»__**","In the frame of the German TV channel Welt in Moscow got a man who decided to share his opinion on everything that is happening recently.

**_____ Fascists! We'll be you like this.
- This man just called us German fascists",,
483.0,"Не на того напал, пездюк","You attacked the wrong guy, you prick",,
484.0,"**Китаянка жестко уложила мужика.

**Азиаты под градусом не смогли решить спор, в который вмешалась девушку и ушатала одного из оппонентов.","A Chinese woman put a man down hard.

** Asians were unable to resolve the dispute, in which the girl intervened and weakened one of the opponents.",,
485.0,"**Пеле из цветных зеркал** — самый необычный футбольный наряд придумал болельщик сборной Бразилии

Но это не помогло его команде одолеть хорватов, которые вчера вышли в полуфинал.","**Pele from colored mirrors** - the most unusual football outfit invented by a fan of the Brazilian national team

But it didn't help his team beat the Croats, who reached the semifinals yesterday.",,
486.0,«Сарматмобиль»,Sarmatmobile,,
487.0,Когда мозг не функционирует,When the brain is not functioning,,
488.0,"**Кстати, сегодня – Всемирный день футбола!

**Поздравь друга, который футболист🤭","Today is World Football Day!

Congratulations to a friend who is a footballer",,
489.0,"В Барнауле прохожая девушка в последнюю секунду спасла ребёнка от страшной смерти.

Проезжающий мимо водитель был потрясён поступком барышни и крикнул ей: «Девушка, молодец!».","In Barnaul, a passer-by girl in the last second saved a child from a terrible death.

Passing by the driver was shocked by the action of the lady and shouted to her: “Girl, well done!”.",,
490.0,"Во время матча между Нидерландами и Аргентиной прямо на стадионе скончался американский журналист CBS Sports Грант Уол.

Мужчина потерял сознание в пресс-центре, когда в игре шло  дополнительное время. Местные врачи пытались его откачать, но в итоге американец умер из-за остановки сердца. Спустя пару часов его брат выложил в соцсети видео, на котором заявил, что Грант Уол... был убит.

В начале чемпионата 48-летний Грант прославился тем, что стюарды не пустили его на игру между командами США и Уэльса **из-за его футболки с цветами радуги**. После этого журналист начал получать угрозы","During a match between the Netherlands and Argentina, CBS Sports journalist Grant Wahl died in the stadium.

The man lost consciousness in the press center as extra time went on in the game. Local doctors tried to pump him out, but the American eventually died of cardiac arrest. A couple of hours later, his brother posted a video on the social network in which he stated that Grant Wall... was killed.

At the beginning of the championship, the 48-year-old Grant became famous for the fact that the stewards did not allow him to play between the US and Wales teams ** because of his shirt with the colors of the rainbow**. After that, the journalist began to receive threats",,
491.0,Не вовремя выскочил на сцену.,I didn't get on stage in time.,,
492.0,"❗️**Обнаружены тела мирных жителей, утопленных в хранилищах с бензином

**🔞Видео содержит тяжелые кадры. Предположительно, снято в сентябре.

Украинские националисты топили людей в резервуарах с бензином на заправке у села Сиротино.

На телах видны следы насильственной смерти: руки связаны за спиной, на головах — пакеты.

**Взятый российской армией опорный пункт, судя по граффити на стене, принадлежал неонацистам из «Правого сектора*****».**","пл️**Discovered bodies of civilians drowned in petrol storage

**The video contains heavy footage. Presumably filmed Sept.

Ukrainian nationalists drowned people in tanks with gasoline at a gas station near the village of Sirotino.

The bodies show signs of violent death: hands tied behind their backs, bags on their heads.

The stronghold taken by the Russian army, judging by the graffiti on the wall, belonged to neo-Nazis from the Right Sector*****",,
493.0,"Здравствуйте, я записывался на стрижку","Hi, I signed up for a haircut",,
494.0,"**Этому поколению пиздец, давайте следующее...

**😡 В Уссурийске какая-то ауешная школота решила щемануть пацана и отобрать мобилу","This generation is fucked, let's do this. . .

**  In Ussuriysk, some auish schoolboy decided to crush the boy and take away the mobile",,
495.0,"Всушники продолжают устраивать самосуд. Теперь к столбам привязывают, якобы коллаборантов.","The earbuds are still lynching. Now they are tied to the poles, allegedly collaborators.",,
496.0,"**Неадекватный зумер кошмарит культурную столицу

**В Питере объявился 17-летний провокатор, который сознательно толкает прохожих плечом, а потом со словами ""ты типо че широкий?"" избивает их.
Все свои действия он выкладывать в интернет.

Местные сообщают, что он 5 лет занимается смешанными боями и ему все равно кого толкать.

Стоит ответственным органам обратить внимание на зумера и объяснить правила поведения в обществе.","Inadequate buzzer nightmares cultural capital

In St. Petersburg, a 17-year-old provocateur appeared, who deliberately pushes passers-by with his shoulder, and then with the words ""Are you so wide?"" beats them.
He puts all his actions on the Internet.

Locals report that he has been engaged in mixed fights for 5 years and does not care who to push.

It is worth the responsible authorities to pay attention to the buzzer and explain the rules of behavior in society.",,
497.0,Удачно приземлился,Good landing,,
498.0,**Киберпанк: начало.**,Cyberpank: start,,
499.0,**Атмосфера в московском метрополитене: **💩,**Atmosphere in the Moscow Metro: **не,,
500.0,"В Самаре в местном ТЦ устроили выставку боевых трофеев, которые забрали у ВСУ","In Samara in the local shopping center organized an exhibition of war trophies, which were taken from the APU",,
501.0,"**А вот всё, что осталось от сгоревшего сегодня в Химках магазина OBI.
**
Сообщается, что последняя проверка пожарной безопасности в здании, проведённая около двух недель назад, прошла без нареканий.

Однако, возможно, датчики дыма и автоматическая система пожаротушения были отключены в ручном режиме для проведения строительных работ. Именно поэтому возгорание заметили довольно поздно, а потом ещё пытались тушить огонь самостоятельно, не вызывая МЧС.","**And here's what's left of the burnt-out OBI store in Khimki today.
**
It is reported that the last fire safety check in the building, conducted about two weeks ago, passed without complaints.

However, it is possible that smoke sensors and an automatic fire extinguishing system have been disabled manually for construction work. That is why the fire was noticed quite late, and then they tried to extinguish the fire on their own without causing the Emergencies Ministry.",,
502.0,"**Не перевелись еще ""ни в кого никогда не стрелявшие"" повара в ВСУ.**","**Not yet transferred ""never shot anyone"" cooks in the APU.**",,
503.0,"Цитаты из** **выступления Путина**:

▪️Договариваться придётся;

**▪️ РФ должна была раньше начинать операцию на Украине, но рассчитывала договориться в рамках ""Минска-2"";

▪️Речи о дополнительной мобилизации **сейчас нет;

**▪️**Верить никому нельзя, только мне можно** — Путин на вопрос о том, верить ли военкорам или Минобороны РФ;

▪️Илья Яшин это кто такой?

▪️ Когда нам предрекали спад экономики на 20% — сильно ошиблись. Спад есть, но он всего около 2%;

▪️ Ситуация у нас устойчивая, безработица ниже, чем в других странах — это результат силы нашей экономики и мер, которые мы принимаем;

▪️ Комментарий на вопрос о том, не кажется ли ему **срок в 8,5 лет по статье о фейках про ВС РФ «чересчур»:

**__«Если кажется — креститься надо»__","Quotes from Putin's** speech:

♦ You have to negotiate.

** Russia was supposed to start an operation in Ukraine earlier, but expected to reach an agreement within the framework of Minsk-2;

There is no talk of additional mobilization now.

**No one can be trusted, only I can** — Putin on the question of whether to trust the military or the Ministry of Defense of the Russian Federation;

Who is Ilya Yashin?

▪️ When they predicted a 20 percent decline in the economy, they were wrong. There is a decline, but it is only about 2%;

▪️ Our situation is stable, unemployment is lower than in other countries – this is the result of the strength of our economy and the measures we are taking.

▪️ Comment on the question of whether he does not think ** the term of 8.5 years under the article about fakes about the Russian Armed Forces ""too much"":

“If you think you should be baptized.”",,
504.0,"**В **Киеве украинцы уже **образовали очередь за новой маркой от ""Укрпочты"" 🤡

**Вчера гендиректор Игорь Смилянский заявил, что сегодня стартует продажа марки ""Херсон - это Украина"", посвященной «освобождению города»

С самого утра людей пускают в отделение по спискам, в которые предварительно нужно внести свои инициалы.","**In Kiev, Ukrainians have already formed a queue for a new stamp from Ukrposhta

**Yesterday, General Director Igor Smilyansky said that today the sale of the brand “Kherson is Ukraine” dedicated to the “liberation of the city” will begin.

In the morning, people are allowed to the department on lists, in which you first need to enter your initials.",,
505.0,"🇰🇿🇷🇺**Казахский националист угрожает России

**Некий Арман Шураев в обращении к послу РФ в Казахстане заявил ""__Не дай Бог, вы еще решите зайти к нам. Вся казахстанская степь будет усыпана трупами ваших мобиков__"".","Kazakh nationalist threatens Russia

** A certain Arman Shuraev, in an address to the Russian ambassador to Kazakhstan, said: God forbid, you will decide to come to us. The whole Kazakh steppe will be strewn with the corpses of your mobikov.",,
506.0,Жесть,Toughness,,
507.0,Украинцы снова нанесли террористический удар из «Града» по центру Донецка...,Ukrainians again launched a terrorist strike from Grad in the center of Donetsk. .,,
508.0,"😳 Обезьянка стащила шмотки у посетителя зоопарка

Николаич сегодня примоднённый внатуре 👍","¶ Monkey steals clothes from zoo visitor

Nikolayich today is fashionable in nature 🙂",,
509.0,Высший эльф из Украины слово молвит 😁,"The highest elf from Ukraine the word says  ",,
510.0,Ничего необычного. Просто Украина🇺🇦 готовится к Новому году.,Nothing unusual. Ukraine is preparing for the New Year.,,
511.0,В Днепре немного скользко,The Dnieper is a little slippery,,
512.0,"Украинская __бешенка__ выразила благодарность за гостеприимство Польши — придя в банк Перемышля с ножом, приставив нож к горлу сотрудницы и потребовав деньги.

Но боевая бабуля с клюкой огрела по спине ""дорогую гостью"", которую затем скрутил охранник.","Ukrainian ___beshenka__ expressed gratitude for the hospitality of Poland – came to the bank Przemyslä with a knife, putting a knife to the throat of the employee and demanding money.

But the combat granny with a cranberry warmed the ""dear guest"" on the back, which was then twisted by a security guard.",,
513.0,"**Замес с копом

**Нарушитель явно не хотел быть задержанным и напал на полицейского.
Но не фартануло.

Дело было в американском штате Аризона","**Back with a cop.

The offender clearly did not want to be detained and attacked a police officer.
But it didn't.

The case was in the U.S. state of Arizona",,
514.0,"Масштаб пожара в ТЦ Мега-Химки.

Охранник погиб во время пожара в гипермаркете OBI.","The scale of the fire in the shopping center Mega-Khimki.

A security guard died in a fire at an OBI hypermarket.",,
515.0,"🧯**В Москве на Ленинградском шоссе горит ТЦ «МЕГА Химки»
**
▪️Пожар охватил 18000 кв. метров;

▪️Информации о пострадавших пока не поступало.

По нашим данным, одна из возможных версий причин пожара в Мега-Химки — поджог."," ** In Moscow on the Leningrad highway burning shopping center ""MEGA Khimki""
**
The fire covered 18,000 square meters;

Information about the victims has not yet been received.

According to our data, one of the possible versions of the causes of the fire in Mega-Khimki is arson.",,
516.0,"В Одессе🇺🇦 люди перекрыли дорогу из-за отсутствия света в течении 5 суток. По их словам, вся причина с сгоревшем щитовом кабеле, но на вызов постоянно приезжает пьяный электрик 😁","In Odessa, people blocked the road due to lack of light for 5 days. According to them, the whole reason is with a burned shield cable, but a drunk electrician constantly comes to the call",,
517.0,"**Харьковская девушка прошлась по репрессивной машине киевского режима:

**__""Меня добавили на Миротворец за то, что я сравнила посёлок в Харьковской и Белгородской областях"".

__Ранее Катя действительно сравнила два посёлка и пришла к неутешительному выводу, что посёлки в России благоустроены намного лучше, чем на Украине.","Kharkiv girl walked through the repressive machine of the Kiev regime:

I was added to the Peacekeeper for comparing the settlement in Kharkiv and Belgorod regions.

Earlier, Katya really compared the two villages and came to the disappointing conclusion that the settlements in Russia are much better landscaped than in Ukraine.",,
518.0,**Секретные испытания нового украинского беспилотника🤣**,**Secret tests of the new Ukrainian drone **,,
519.0,"Новый клип, посвящённый ЧВК ""Вагнер""","New video dedicated to PMC ""Wagner""",,
520.0,Неудачная попытка сбить Ланцет подразделением ВСУ.,A failed attempt to shoot down the Lancet by an AFU unit.,,
521.0,**Как же мало нужно для счастья этим детям **🥺,How little is necessary for the happiness of these children,,
522.0,Самый безмятежный и беспалевный мини-харассмент произошёл во время корпоративных обнимашек на открытии нового магазина в Москве.,The most serene and smokeless mini-harassment occurred during corporate hugs at the opening of a new store in Moscow.,,
523.0,"Видео с одной из ТЭЦ Украины, после прилета","Video from one of the CHPPs of Ukraine, after arrival",,
524.0,"⚡️Делегация из Украины в конгрессе США **вытерла обувь флагом **""**ДНР**"" **и растоптала его.**",The delegation from Ukraine to the US Congress ** wiped the shoes with the flag ** DNR ** and trampled it.**,,
525.0,С мячом перепутал,I'm confused with the ball,,
526.0,"**Американскую баскетболистку Бритни Грайнер обменяли на россиянина Виктора Бута. **Он уже возвращён на Родину, сообщили в МИД РФ.

Бута задержали в 2008 году в Бангкоке на основании ордера, выданного по запросу США. Россиянина обвинили в незаконных поставках оружия повстанческой группировке ""Революционные вооружённые силы Колумбии"", которую Вашингтон считает террористической организацией. Бута экстрадировали в Штаты и в 2012 году приговорили к 25 годам лишения свободы и штрафу в 15 млн долларов.","American basketball player Britney Griner was exchanged for Russian Victor Booth. **He has already returned to his homeland, the Russian Foreign Ministry said.

Bout was arrested in 2008 in Bangkok on a warrant issued at the request of the United States. The Russian was accused of illegally supplying weapons to the rebel group Revolutionary Armed Forces of Colombia, which Washington considers a terrorist organization. Bout was extradited to the States and in 2012 sentenced to 25 years in prison and a fine of $ 15 million.",,
527.0,Хедшот упавшим проводом,Headshot by a fallen wire,,
528.0,"«**Ростов-на-Дону, ""хохлячьи"" флажки**»: бдительная мадам не на шутку возбудилась от сочетания синего с золотистым и коричневым цветами. Инсталляции пришлось убрать.

Вы главное ей флаг ФК Ростов не показывайте!","""Rostov-on-Don, ""breadfish"" flags**"": the vigilant madam was seriously excited by the combination of blue with golden and brown flowers. The installation had to be removed.

Do not show her the flag of FC Rostov!",,
529.0,"🇷🇺🌐 **Россия заняла 30-е место в мире по стоимости мобильного интернета

При составлении списка британские специалисты руководствовались данными о средней стоимости загрузки 1 Гб информации в 233** государствах мира.

Выяснилось, **что первое место с самым дешёвым мобильным интернетом в мире занимает Израиль. Гигабайт трафика стоит здесь $0,04. В** **четвёрку стран с самым доступным мобильным интернетом также входят Италия ($0,12 за 1 Гбайт), Сан-Марино ($0,14) и Фиджи ($0,15). **Государства имеют развитую сетевую инфраструктуру и обеспечивают связь как 4G, так и 5G.

Россия заняла в рейтинге **30-ю позицию с показателем $0,48 за 1 Гб данных, расположившись по соседству с Индонезией ($0,46), Алжиром ($0,48) и Колумбией ($0,49).

Ставьте 👍, если довольны качеством своего мобильного интернета

Если нет - 👎

**[Башни Кремля](https://t.me/+dZK10QqBu0xiZjYy)","Russia ranked 30th in the world in the cost of mobile Internet

When compiling the list, British experts were guided by data on the average cost of downloading 1 GB of information in 233** countries.

It turned out that the first place with the cheapest mobile Internet in the world is Israel. A gigabyte of traffic costs $0.04 here. The top four countries with the most affordable mobile internet also include Italy ($0.12 per 1 GB), San Marino ($0.14) and Fiji ($0.15). **States have developed network infrastructure and provide both 4G and 5G connectivity.

Russia ranked **30th with $0.48 per 1 GB of data, next door to Indonesia ($0.46), Algeria ($0.48) and Colombia ($0.49).

Bet if you are satisfied with the quality of your mobile Internet

If not -

**[Kremlin Towers](https://t.me/+dZK10QqBu0xiZjYy)",,
530.0,Собеседование во вкусно и точка,Собеседование во вкусно и точка,,
531.0,"**– **Нашу колонну расхуярили полностью.
Мы вдвоём остались в поле

**Последнее видео Мыколы перед сдачей в плен..**","** Our column has been completely defaced.
The two of us stayed in the field.

**The last video of Mookola before surrendering..**",,
532.0,"Интересно они когда эти истории придумывают, реально в них верят?",I wonder if they actually believe these stories?,,
533.0,"В Украине суд приговорил азербайджанского ветерана Карабахской войны и его друга к 8 года лишения свободы за похищение человека, хулиганство и хранение оружия.

Реакция заключённых оказалась непредсказуемой.","In Ukraine, a court sentenced an Azerbaijani veteran of the Karabakh war and his friend to 8 years in prison for kidnapping, hooliganism and possession of weapons.

The reaction of the prisoners was unpredictable.",,
534.0,"В одной из самарских «Пятёрочек» солевой попытался украсть еду, но его спалили. Чтобы свинтить вора понадобилось 4 человека.

Бойцовский клуб «Пятёрочка»","In one of the Samara “fives” salt tried to steal food, but he was burned. It took 4 people to kill the thief.

Fight Club Five",,
535.0,Вот и приехали мамкины гонщики на своём корыте,Here comes the Mamkin riders on their trough,,
536.0,Уголек не вывез,I didn't take the coal,,
537.0,"**Упала с 9 этажа, встала с земли и пошла домой.

**Говорят была под синькой.","She fell from the 9th floor, got up off the ground and went home.

They said it was blue.",,
538.0,"**Минобороны Украины: «Какая демобилизация?  Воевать будете до победного конца

**Под ружьем на Украине находится миллион человек и пока боевые действия не прекратятся, домой они не отправятся. Об этом заявил министр обороны Украины Алексей Резников, комментируя петицию о демобилизации после года службы.","** Ministry of Defense of Ukraine: What demobilization? You will fight until the end of victory.

There are a million people under gun in Ukraine and until the fighting stops, they will not go home. This was stated by the Minister of defense of Ukraine Alexey Reznikov, commenting on the petition on demobilization after a year of service.",,
539.0,"🤬Во время пресс-конференции к сборной Бразилии пожаловал волосатый гость – кот вальяжно расположился прямо на столе между футболистом и бразильским пресс-аташе. Сотруднику сборной это не понравилось, поэтому он взял котейку за шкирку и сбросил вниз.

В соцсетях такое поведение не оценили.","During the press conference, a hairy guest arrived at the Brazilian national team - the cat is imperiously located right on the table between the football player and the Brazilian press-atache. The employee of the national team did not like it, so he took the kitten by the skin and threw it down.

In social networks, such behavior was not appreciated.",,
540.0,"**Задорнов об истории появления украинцев:

**""Такой нации - украинцы - ещё 100 лет назад не существовало. Слово Украина использовалось повсеместно по всей территории Российской Империи - так назывались окраинные территории, где не действовал закон и население жило в условиях фронтира"".","**The history of the appearance of Ukrainians:

Such a nation, Ukrainians, did not exist 100 years ago. The word Ukraine was used everywhere throughout the territory of the Russian Empire - the so-called border territories where the law did not apply and the population lived in frontier conditions.",,
541.0,Добро пожаловать в Лос-Анджелес,Welcome to Los Angeles,,
542.0,"Крайне неловкое видео. Парень хотел украсть телефон в магазине, но дверь предательски не открылась. Пришлось выкручиваться из ситуации

Оказалось, что владелец точки в Англии Афзал Адам заранее купил себе штуковину, которая позволяет запереть дверь дистанционно, если придёт подозрительный покупатель. Сработало. Рыжего в итоге отпустили.","Extremely awkward video. The guy wanted to steal the phone from the store, but the door didn't open. I had to get out of the situation.

It turned out that the owner of a point in England, Afzal Adam, had previously bought himself a thing that allows you to lock the door remotely if a suspicious buyer comes. It worked. The redhead was eventually released.",,
543.0,Последние минуты жизни депутата  ДНР Марии Пироговой . Женщина погибла вчера во время массированного обстрела Донецка ВСУ.,"The last minutes of the life of DPR deputy Maria Pirogova, a woman who died yesterday during a massive shelling of Donetsk by the Ukrainian Armed Forces.",,
544.0,"**Киев может остаться без света, воды и тепла, будет апокалипсис, как в голливудских фильмах**, – Кличко.

«В столице не хватает отапливаемых убежищ, чтобы принять все 3,6 млн жителей в случае полных отключений, и люди должны быть готовы к эвакуации в случае ухудшения ситуации».","Kiev may be left without light, water and heat, there will be an apocalypse, like in Hollywood movies.

The capital does not have enough heated shelters to accommodate all 3.6 million residents in the event of total blackouts, and people must be prepared to evacuate if the situation worsens.",,
545.0,"**Соловьев успел пройтись по директору Дождя

**Ведущий нетривиально высказался по поводу предательства и отьезда Натальи Синдеевой за границу.
**Пожелал ей сдохнуть под забором в наркотическом угаре.**","Soloviev managed to walk the director of the rain

**The presenter spoke nontrivially about the betrayal and departure of Natalia Sindeeva abroad.
**Wishing her to die under the fence in a drug frenzy.**",,
546.0,"Такой маленький, а уже переезжает в детдом","So small, and already moving to the orphanage",,
