Index,Post,Trans,Label,Type
50307,"🇷🇸🇽🇰 Сербские ресурсы сообщают, что все **пограничные переходы закрыты** косовским спецназом на въезд и выезд. 

На КПП «Яринье» **ранен серб**. 

Напомню, что инциденты именно на этом пункте прошлой осенью [чуть не привели](https://t.me/balkanossiper/4293) к вооружённому столкновению.

@balkanossiper — задаём мировые тренды с 28 июня 1914 года",,,
50308,"На севере Косово и Метохии слышны первые выстрелы. Кажется, началось…",,,
50309,"🇷🇸 Вся северная часть Косовской Митровицы облеплена плакатами ""не сдаемся, сербские документы остаются"" 

@vestniksrb — главное о Сербии и Балканах",,,
50310,"**Военкор Readovka побывала на покинутых позициях ВСУ под Артемовском

**Оставляя район Углегорской ТЭС и Новолуганского, украинские боевики пытались подорвать мост, чтобы замедлить продвижение русских войск на Артёмовск. Мост не рухнул, но сильно накренился. 

Убегали боевики спешно, бросая в окопах и блиндажах форму, пустые ящики от БК к американскому пулемету. Здесь же можно найти и воронки от авиабомб, свидетельствующие о ювелирной работе русской армии по укрепам противникам. 

Между тем, здесь был самый мощный укреп-район в округе с протяженностью порядка полутора километров. **Его взятие означает, что путь на Артёмовск теперь открыт для наших войск**. Военкор Readovka Анастасия Елсукова побывала в покинутом укрепе вместе с бойцами НМ ЛНР — там остался и брошенный украинский квадракоптер Mavik 3, где, возможно, остались полезные для наших войск видеоматериалы.",,,
50311,"**⚡️На границе Сербии и Косово сообщается об обострении конфликта.**

Звучат выстрелы и воздушная тревога, армия Сербии приведена в состояние повышенной боевой готовности.

По предварительной информации, есть жертвы среди мирного населения. 

@opersvodki",,,
50312,"Наше доблестное ПВО ДНР [(смотрите сюжет)](https://t.me/ghost_of_novorossia/5266) не только держит донецкое небо, но и разминирует посадки.

На бойце очки для мехводов закупленные на средства подписчиков ОПСБ.",,,
50313,"**Демократура**

Главное новостное издание Нидерландов пишет о русских военных блогерах: __""Они критикуют то, как ведется война, и высказывают собственное мнение, уникальное для путинской страны, где практически все голоса несогласных заглушены.""__ 

Это пишет издание страны где свобода слова очень условная. Ты вроде можешь критиковать власть, но только посмей критиковать ЛГБТ, БЛМ-повестку. Почувствуешь всю прелесть демократии, когда останешься без работы, и в твой дом придёт инспекция проверять правильно ли ты воспитуешь детей. Если вдруг они почуют что-то неладное, ребёнка заберут, и отдадут в ЛГБТ-семью. Там детей воспитуют правильно, в соответствии с европейскими ценностями. 

Тех политиков, кто высказываться против повестки выгоняют из партий и не приглашают на телевидение. Им остаётся высказывать своё мнение в интернете. Но и там не получится, ведь все мы знаем как Твиттер блокирует всех кого захочет. С остальными западными соц. сетями также, а телеграм для себя открыли только мигранты (сами понимаете для чего).

В итоге получается, что они удивляются свободе слова где-либо и уж тем более в России, ведь они себя считают самыми свободными. Вообщем, это тоже заслуга отсутствия свободы слова. 

https://nos.nl/l/2438670",,,
50314,"**«Почему люди, отвечающие за безопасность штаба флота ничему не научились?»: советник главы ДНР Гагин прокомментировал атаку дрона в Севастополе

**Советник главы Донецкой Народной Республики Ян Гагин раскритиковал работу службы безопасности штаба Черноморского флота в Севастополе за то, что в День ВМФ они допустили атаку украинского дрона на здание ведомства.«Я сам моряк - я начинал на флоте. И мне очень обидно от того, на каком уровне находится охрана и обеспечение безопасности штаба Черноморского флота. Причем флота, который участвует в спецоперации. Я сомневаюсь, что флотским специалистам не было известно, что могут быть атаки с помощью дронов и коптеров», - возмутился советник.Он отметил, что подобным атакам подвергалась авиабаза Хмеймим в Сирии, где дислоцироваллась авиационная группа ВКС России, на которой присутствовали, в том числе, и морские пехотинцы Черноморского флота.

«Подобные изделия используется Украиной на донецком и луганском театрах военных действий. Почему люди, отвечающие за безопасность штаба флота ничему не научились? То ли не пишут, не читают, то ли новости не смотрят. На мой взгляд, это проявление халатности, запущенное руководством. Потому что силы и средства обнаружения дронов есть на флоте», - заявил Гагин.Он предложил отправить всю охрану штаба флота на фронт, чтобы они поучились там бдительности, тому что бывают реальные угрозы. А всех офицеров, которые отвечали непосредственно за безопасность штаба флота, по мнению Гагина, [нужно привлечь к дисциплинарной ответственности.

](https://bloknot.ru/obshhestvo/pochemu-lyudi-otvechayushhie-za-bezopasnost-shtaba-flota-nichemu-ne-nauchilis-sovetnik-glavy-dnr-gagin-prokommentiroval-ataku-drona-v-sevastopole-964875.html)Подробнее:

[Блокнот Россия - ПОДПИСАТЬСЯ](https://t.me/bloknot_rossii)",,,
50315,"Общался сегодня с этим дядькой - соль Русской земли. 

https://t.me/Voenkor_reZervist/2104",,,
50316,"Владлен о продолжающемся штурме поселка Пески.

https://t.me/vladlentatarsky/15256",,,
50317,"Очередной кризис в Косово.
Сообщается о стрельбе на севере отторгнутой от Сербии территории, местные сербы строят на дорогах баррикады. В городах и поселках работают сирены.",,,
50318,"Большое кол-во различных автомашин украинского фольксштурма уничтоженных во время боев за Северодонецк.

https://t.me/Ugolok_Sitha/7900",,,
50319,Последствия прилетов и боев идущих на ближних подступах к Артемовску.,,,
50320,"Фотографии из зоны СВО от авторов канала Dontstopwar. Одно из фото 18+.

Источник: https://t.me/dontstopwar",,,
50321,"**🇺🇦🇷🇺Разбитая техника противника в Харьковской области

**Силы киевского режима пытались укрыть танки и БМП в лесопосадках,но техника была обнаружена и уничтожена огнём артиллерии.

Фото: @warjournal

@anna_news",,,
50322,"[​](https://telegra.ph/file/fe7c3bb899c697cd79528.mp4)**Беспроигрышный вариант в информационной войне **😵‍💫

И еще очень важный момент насчет разбрасывания ВСУ противопехотных мин на Донбассе.  
Понимаете, это зашквар, с совершенно любой точки зрения любого человека и в любой стране. И это не то, что можно скрыть, утаить и т. п.

То есть **делать это можно лишь в том случае, если репутационные последствия тебя ну вот вообще не волнуют.** А это, в свою очередь, можно делать лишь в том случае, если ты уверен, что любая информация о войне будет подана и трактована в твою пользу. А если трактовать ее в твою пользу нельзя, то она подана вообще не будет. Это, собственно, то, зачем надо выигрывать информационные войны. 😒

Хотя, когда умные люди говорили о том, что игнорировать эту сторону конфликта нельзя, вовсе не имелась в виду возможность беспрепятственно минировать мирные кварталы крупных городов. Тут кровавый скоморох превзошел все самые смелые ожидания. 🫣

★ [Канал #МОНТЯН!](https://t.me/+KZ9Qi833lHFhNjJi)
­",,,
50323,"🇷🇺🇺🇦 Пока российские ракетные войска и артиллерия поражают объекты в населенных пунктах Харьковской области, **Новая Водолага** стабильно с продолжает избегать «прилетов» с самого начала СВО.

И очень зря: ведь в городе находится командование действующей под Харьковом 92 отдельной механизированной бригады.

➖На территории **Нововодолажского лицея №3** [продолжает функционировать](https://t.me/rybar/36299) командный пункт 92 омбр. Судя по припаркованным немецким и японским внедорожникам, на КП находится немало офицеров в званиях выше майора.

**Координаты:** `49.714175 35.857147`

➖Подразделения ВСУ также облюбовали еще один не работающий в условиях боевых действий объект социальной инфраструктуры — расположенный рядом детский сад на Троицкой, 4. Рядом с ним жители периодически наблюдают бойцов с характерными шевронами 92 омбр на форме. 

**Координаты:** `49.714631, 35.855702`

➖Неподалеку от обоих строений находится здание районного военкомата: В нем расположен штаб одного из механизированных батальонов соединения. Вокруг раскрашенного в цвета украинского флага забора постоянно ходят часовые в средствах индивидуальной бронезащиты.

**Координаты: **`49.715161 35.856330`

Важный момент: личный состав постоянно на указанных объектах не проживает и находится там только в период с 8 утра до 18 вечера. **Наносить огневое поражение по зданиям в ночные часы смысла нет:** к тому моменту старшие офицеры 92 омбр просто разъезжаются на по съемным квартирам, оставляя в пустующих строениях лишь часовых.

Возможно, ВС РФ пора обратить внимание на Новую Водолагу и перестать игнорировать давно обжитые объекты ВСУ в городе.
#Россия #Украина #Харьков #цели
@rybar

__*Поддержать нас:__ `4377 7278 0407 7977`",,,
50324,"Работа робота ""Уран-6"" в Донецке по разминированию ""Лепестков"".

Источник: https://t.me/WarInMyEyes",,,
50325,"Так работает ПФМ-1, так называемый ""Лепесток"", которыми ВСУ дистанционно минировали жилые района Донецка.
На видео от Звезданьюс - одно из инициативных разминирований.
Будьте осторожны и предупредите детей о том, как выглядит смертоносное изделие, гарантированно оставляющее человека тяжелым инвалидом.",,,
50326,"⚡️ Ракетный удар по Одессе. В Одессе прилёт 4-х ракет. Дым в районе ЖК 7 небо, там рядом военная часть.",,,
50327,"Митингующие в Комрате обратились к премьеру России: «Просим снизить цену на газ, иначе нас ждет катастрофа»

Митингующие попросили у российского премьера пересмотреть условия контракта на поставку природного газа и снизить его стоимость для Молдовы.

«Если нет возможности снизить цену для всей страны – убедительно просим вам рассмотреть вопрос обеспечения природным газом по приемлемым ценам жителей Гагаузии», - говорится в резолюции.

Обратите внимание, что Россию газовую проблему просят решить не власти, а обычные люди. Властям Молдовы на эту проблему начихать. Они собрались покупать тот же российский газ у Румынии, но втридорога.

Кстати, почему митингуют только в Гагаузии, Кишинев и другие населенные пункты Молдовы газовая проблема не касается или там нужно проплачивать толпу, чтобы она вышла на митинг?",,,
50328,"В Донецке нашли кассету Урагана с минами и с самоликвидатором. Взорваться могут в любой момент. Время самоликвидации зависит от температуры воздуха. Деревья также заминированы, любое дуновение ветра может стать смертельным.",,,
50329,"[​​](https://telegra.ph/file/6ffc8142f7ea6fb3cc438.jpg)**В результате ракетного удара по Николаеву в своем доме ликвидирован украинский олигарх Вадатурский (№15 украинского списка Форбс), который являлся одним из «кошельков» Порошенко. **

Состояние Вадатурского, владевшего аграрной компанией «Нибулон» занимавшейся вывозом зерна за границу, оценивалось примерно в полмиллиарда долларов.

Вадатурский, помимо Порошенко, спонсировал и карательные батальоны и всячески поддерживал АТО на Донбассе. В 2018-м году попал в российские санкционные списки. Уничтожение олигарха Вадатурского подтвердил айкосгубернатора Николаева Ким.",,,
50330,Разминирование противопехотных мин типа лепесток в Донецке происходит всеми доступными способами. В том числе и с помощью обычных автомобильных шин.,,,
50331,"‼️🇷🇺 **Робототехнический комплекс «Уран-6» Армии России разминирует улицы Донецка
** 
На этих кадрах — пересечение проспекта Мира и улицы Университетской, центр города украинские террористы буквально усыпали минами-лепестками.
 
В Донецке нет воды, а выйти к месту централизованного подвоза теперь опасно — на тротуарах, газонах и дорогах лежат плохо заметные маленькие мины, отрывающие ступню наступившего. 

rusvesna.su/news/1659276980

 t.me/rusvesnasu",,,
50332,"🇺🇦👿 **«Единая Украина» в действии: западенские женщины уже не могут скрывать агрессию по отношению к тем, кто говорит на русском, обвиняя их в том, что война началась якобы из-за них 

**Поток гробов, который пошёл с фронта на Западную Украину, работает именно так: пресловутая линия Субтельного превращается в пропасть.

 t.me/rusvesnasu",,,
50333,"‼️🇺🇦 **На Украине заявляют об «интенсивном обстреле» Сумской области утром 31 июля 

**Местный гауляйтер Дмитрий Живицкий утверждает, что по посёлку Мирополье ударали не менее 50 раз. По его словам, огонь вели из минометов и ствольной артиллерии. 
 
На фото — свиноферма в Мирополье, её пришлось тушить.

 t.me/rusvesnasu",,,
50334,"**‼️🇸🇾🇷🇺 Сильные кадры: впервые в истории под руководством армии Росиии прошли совместные масштабные манёвры войск Сирии и курдских отрядов

**В рамках сдерживания турецкой агрессии на севере Сирии, армия  с привлечением курдских артиллеристов и подразделений спецназначения провела масштабное учение по форсированию водных преград в районе Алеппо при поддержке авиации.

**t.me/RVvoenkor**",,,
50335,"🤟🏼🤟🏼🤟🏼

https://t.me/fighter_bomber/8041",,,
50336,"**📹Союзные силы продолжают денацификацию на Авдеевском направлении

**Союзные войска продолжают бить украинских националистов на Авдеевском направлении. Артиллерия наших защитников корректируется при помощи БпЛА, что позволяет максимально эффективно уничтожать противников.",,,
50337,"Стас Старовойтов — наверное, единственный известный комик, открыто поддержавший наших ребят! 

Сегодня на ЛЕДОРУБЕ [вышло](https://youtu.be/_ifHDTS5EzM) [большое интервью](https://youtu.be/_ifHDTS5EzM) с ним, обязательно посмотрите. Я там продюсер. 

С началом СВО жанр интервью на ютюбе стал очень однополярным: Дудь и ему подобные предпочитают разговаривать только с людьми с той стороны. [ЛЕДОРУБ](https://t.me/elpicahielo) заполняет вакуум, даёт слово тем, кто остался в России и не стыдится этого.",,,
50338,"**В Николаеве подтвердили гибель олигарха Вадатурского в результате ракетного удара — но чья была ракета?

**Сегодня ночью от ракетного удара, «удачно» пришедшего прямо в спальню, погиб украинский олигарх Вадатурский и его супруга. Об их гибели заявил губернатор Ким. 

Погибший владелец крупнейшей сельхоз-фирмы «Нибулон» был одним из самых успешных игроков в зерновом бизнесе Украины — его состояние оценивалось в $450 млн. Он спонсировал николаевский майдан и президентство Порошенко.

Давайте разберемся, насколько случайно было столь точное попадание ракеты и кому это могло быть нужно. Украинское зерно уже долгое время в центре мирового внимания — кризис его поставок может привести к массовому голоду в странах третьего мира. Первые суда с ним, согласно договорённостям, могут отбыть в Турцию уже 1 августа. **Вадатурский был одним из главных действующих лиц и благополучателей в вопросе реализации зерна**. При этом контроль зерновой карты и получение средств от его реализации крайне важный вопрос для группы Зеленского. Гибель зернового магната, очень похожая на устранение, происходит как никогда «вовремя».

Мы уже писали о глубоком расколе в киевских элитах. **Смерть магната в разгар зерновой битвы органично вписывается в контекст этого раскола**. Особенно на фоне слухов, что никакого зерна уже нет, о чем покойный, если это правда, не мог не знать и мог рассказать. Была и другая причина его устранить — тертый калач, державший под пятой зерно всего юга Украины, возможно, не хотел подчиняться Зеленскому — а на Банковой несговорчивых и жадных не любят. 

Что говорит в пользу версии с украинской ракетой: николаевцы уже не раз ловили власть на лжи, нехитрым путем устанавливая прилет со стороны, где русских нет. По предварительным данным, **в дом попала ракета ПВО С-300**. Она работает по летящей цели, но в нестандартном случае может сработать и по наземным объектам. Зависит от оператора. Точность поражения объекта наводит на мысли, что удар корректировался, либо наводился по маяку.

В любом случае, мотивы устранения Вадатурского российской стороной крайне сомнительны, в отличии от понятных интересов Киева.",,,
50339,"**В Гагаузии местные жители протестуют против высоких цен и просят Мишустина о помощи

**В автономной республике Гагаузия в Молдавии второй день проходят митинги и шествия — люди требуют снижения цен на электричество, продукты и топливо. Они считают, что цены в Одессе ниже, чем в Молдавии.

Участники призывали к отставке президента Майи Санду и правительства. Депутат гагаузского Народного собрания Николай Дудогло, который участвовал в митинге, заявил, что стране не выжить без российских энергоресурсов.

__«Россия была и остается старшим братом. Изменить это невозможно. Без российских энергоресурсов не выживет ни одна страна. К сожалению, сегодня идет нехорошая война, но нужно считаться с Россией, идти на переговоры и договариваться»__, — заявил Дудогло.

В конце митинга участники акции обратились к российскому премьеру Михаилу Мишустину. Они попросили у него пересмотреть контракт и цену на газ для Молдавии, а если не получится, то хотя бы для Гагаузии.

В Молдавии стремительно [падают](https://t.me/readovkanews/39324) рейтинги правящей проевропейской партии Майи Санду: процент поддержки среди населения сейчас составляет чуть больше 30%, в то время, как поддержка пророссийских политиков растет.",,,
50340,"**Подрыв «лепестков» в Донецке — специалисты уничтожают мины, разбросанные по центру города

**На кадрах работа сотрудников МЧС на улице Челюскинцев — подрывают[ мины-лепестки](https://t.me/readovkanews/39523), которыми с вчерашнего дня усыпан весь центр Донецка. Это контролируемый подрыв — **специалисты подводят к месту провода-детонаторы и взрывают скопление мин**. Но сегодня в Донецке они взрываются и сами по себе: это может быть связано с самоликвидатором или жаркой погодой.

Внутри таких мин жидкое взрывчатое вещество — при нагреве на фоне жаркой погоды оно может быстрее взрываться, чем установлено на таймере. То есть, у той, которая лежит в тени, в сравнении с той, которая на солнце, **может быть разное время подрыва из-за разницы в температуре.** МЧС ДНР рекомендует жителям не выходить на улицы без необходимости.

Вчера [саперы](https://t.me/readovkanews/39526) убирали мины с дорог и сопровождали местных жителей, которые [не успели](https://t.me/readovkanews/39524) самостоятельно добраться до дома. Сообщается, что время разминирования территории жилых районов пострадал работник МЧС — он доставлен в больницу. Напоминаем, **при обнаружении «лепестка» трогать его нельзя**: нужно обозначить препятствием — веткой, бутылкой или любым другим предметом, а затем звонить 101 и сообщить о находке.",,,
50341,"🔥**Синоптики обещали жару, а это значит, что расчеты тяжёлых огнеметов ТОС-1 группировки ""V"" смертоносными залпами размазывают пехоту противника, настигая его даже в укрытиях и бронетехнике.**

@opersvodki",,,
50342,Продолжаются удары по Артемовску. Бои идут в 2-3 километрах от окраин города. Наши наваливают по позициям ВСУ в Артемовске и вокруг города. ВСУ долбят в направлении Клинового и Покровского.,,,
50343,**🔥В ЛНР сформирован и поставлен в строй штурмовой батальон «Шторм»**,,,
50344,"Еще фото из Покровского, которое на днях полностью перешло под контроль союзных сил.

К сожалению, населенный пункт очень сильно пострадал во время боевых действий. Сейчас по нему продолжает наносить удары ВСУ.

#Покровское, #Бахмут

@riafan_everywhere",,,
50345,"‼️🇺🇦💥**По объектам противника в Харькове и области наносятся удары

**В городе также не ревела воздушная тревога
**t.me/RVvoenkor**",,,
50346,"**ВС РФ наносят удары по позициям боевиков ВСУ в Авдеевке.**

В местах прилётов начался пожар, столб дыма виден с Ясиноватой.

@opersvodki",,,
50347,"#Донбасс #ВСУ #Мины Подрыв развед отделения ВСУ на мине, все 200",,,
50348,"Позиции еще одной уничтоженной американской гаубицы M777. Персонаж на видео рассказывает, что гаубицу разорвало в хлам, а расчет весь 300-й.

https://t.me/voenacher/26171",,,
50349,"В Севастополе официально введен Желтый уровень террористической опасности в связи с терактом у штаба флота. 

**При высоком (""желтом"") уровне террористической опасности (наряду с мерами, принимаемыми при установлении повышенного (""синего"") уровня террористической опасности):

**__реализация внеплановых мер по организации розыска на воздушном, водном, автомобильном, железнодорожном транспорте, а также на наиболее вероятных объектах террористических посягательств лиц, причастных к подготовке и совершению террористических актов;

усиление контроля за соблюдением гражданами Российской Федерации, в том числе должностными лицами, порядка регистрации и снятия с регистрационного учета граждан Российской Федерации по месту их пребывания и по месту жительства в пределах участка территории Российской Федерации, на котором установлен уровень террористической опасности, а также за соблюдением иностранными гражданами и лицами без гражданства порядка временного или постоянного проживания, временного пребывания в Российской Федерации, въезда в Российскую Федерацию, выезда из Российской Федерации и транзитного проезда через территорию Российской Федерации;

уточнение расчетов имеющихся у федеральных органов исполнительной власти и органов исполнительной власти субъектов Российской Федерации сил и средств, предназначенных для ликвидации последствий террористических актов, а также технических средств и специального оборудования для проведения спасательных работ;

проведение дополнительных тренировок по практическому применению сил и средств, привлекаемых в случае возникновения угрозы террористического акта;

проверка готовности персонала и подразделений потенциальных объектов террористических посягательств, осуществляющих функции по локализации кризисных ситуаций, и отработка их возможных действий по пресечению террористического акта и спасению людей;

определение мест, пригодных для временного размещения людей, удаленных с отдельных участков местности и объектов, в случае введения правового режима контртеррористической операции, а также источников обеспечения их питанием и одеждой;

перевод соответствующих медицинских организаций в режим повышенной готовности;

оценка возможностей медицинских организаций по оказанию медицинской помощи в неотложной или экстренной форме, а также по организации медицинской эвакуации лиц, которым в результате террористического акта может быть причинен физический вред;__",,,
50350,"Накрытия группы боевиков ВСУ прячущихся в лесопосадке в районе н.п. Зеленый Гай (Херсонское направление). Заявлено уничтожение 7 украинских боевиков.

https://t.me/HersonVestnik/6607",,,
50351,"Относительно видео ""Мэш"" с бабушкой и миной, то тут как раз ничего удивительного нет, далеко не все правильно понимают минную опасность + далеко не все представляют как выглядит и действует мина ""Лепесток"". Это и приводит к подобным с одной стороны комичным случаям, которые по счастливой случайности не заканчиваются трагедиями.

Сегодня в Донецке на одной из таких мин подорвался сотрудник МЧС - ему оторвало ступню. Плюс еще показательное видео о том, как не надо разминировать ""Лепесток"". 

В общем, помимо обеспечения собственной безопасности, пока работают саперы, можете попутно еще проводить разъяснительную работу среди сограждан, которые не знают или не понимают реального уровня угрозы подобных мин.",,,
50352,"Важный момент из новой Морской доктрины. Помимо уже озвученного решения развивать производственные мощности для строительства авианесущих кораблей, отдельно указывается на необходимость военного укрепления Крыма и усиления Черноморского Флота. Прозрачный намек на то, что корабельный состав Черноморского Флота в предстоящие годы будет пополняться.",,,
50353,"Максим Григорьев с позиций 6-го полка недалеко от окраин Соледара. Там местность также ""Лепестками"" заваливают.

https://t.me/maximgrigoryev/1619",,,
50354,"Работа РСЗО на Авдеевском направлении, которая обеспечила продвижение армии ДНР к окраинам поселка Пески.

https://t.me/Za_readn/57",,,
50355,"Каждый раз возвращаясь от [Влада Лобаева](https://t.me/lobaev_vlad) я поражаюсь, какой колоссальный объём работы проделал этот настоящий русский человек, сумев  не смотря на все трудности и невзгоды, создать одну из лучших в мире линеек снайперского оружия. 

Я это пишу не потому, что Влад мой хороший друг, а опираясь на факты его биографии. Ещё крайне радует, что продукция Лобаев Армс все чаще едет на фронт, помогая хорошим людям избавить мир от людей плохих.",,,
50356,"Уж так повелось, что матрос на вершине печали 
Натянет фланельку, которой нет в мире белей
Поэтому так берегут моряки белых чаек, 
Ведь в чаек вселяются души погибших друзей... 

С Днем ВМФ всех [причастных](https://t.me/BattleSailor_13)!",,,
50357,"Вам это может нравиться, может не нравиться, но решение принято. Новая Морская доктрина России предусматривает развитие производственных мощностей для строительства авианесущих кораблей. Так что отечественным авианосцам быть, когда бы это не случилось. 
Ну а пока будем довольствоваться ""Адмиралом Кузнецовым"", который после мучительного ремонта еще послужит.

С моей личной точки зрения, если уж решились строить авианосцы, то надо ориентироваться на серию, как это делают китайцы. 2-3 штуки за 10 лет с закладкой первого в 2025-2027 годах. И там еще надо выбирать - строить большой полноценный авианосец или какие-то легкие авианосцы с авиагруппой 20-30 единиц (стоит также учитывать тот факт, что в долгосрочной перспективе часть авиагрупп современных авианосцев будут составлять различные БПЛА авианосного базирования).

Условно говоря - 1 на замену ""Кузнецову"" на Северный Флот и 1 на Тихий Океан. А если начать фантазировать, то еще 1 для создания полноценной Средиземноморской эскадры. Попутно, необходимость решения задач восстановления производственных мощностей, технологических цепочек и утраченных компетенций, позволит вернуться к вопросу о полном восстановлении способности страны строить крупнотоннажные надводные боевые корабли, так как помимо безусловно удачных ракетных фрегатов, флоту необходима серия больших эсминцев, идентичных по возможностям американским эсминцам типа ""Арли Берк"" или китайским ""Тип 055"".
Разумеется, надводный флот не дешевое удовольствие. А авианосный флот не дешевое вдвойне. И это при необходимости строить фрегаты, подводные лодки, атомные ракетные крейсера и БДК. Так что экономическое обоснование проекта не менее значимо, нежели решение технологических и производственных проблем.",,,
